k1_name;k2_name;k1_blocks_per_grid;k2_blocks_per_grid;k1_threads_per_block;k2_threads_per_block;k1_registers;k2_registers;k1_shared_mem_B;k2_shared_mem_B;classification
S_O2;S_O3;3;258;3;66;16;32;0;0;1
S_O4;S_P15;3;110;66;130;55;30;776;0;1
S_O4;S_P4;3;34;66;130;55;60;776;0;1
S_O4;S_P5;3;110;66;130;55;52;776;0;0
S_O4;S_E2;3;17;66;21;55;64;776;4352;0
S_O4;S_E4;3;17;66;21;55;64;776;4352;1
S_O4;S_P38;3;34;66;130;55;54;776;0;1
S_O4;S_P16;3;110;66;130;55;35;776;0;0
S_O4;S_P37;3;34;66;130;55;64;776;0;1
S_O4;S_D3;3;130;66;66;55;62;776;4608;1
S_O4;S_P22;3;110;66;130;55;64;776;0;0
S_O4;S_D5;3;130;66;66;55;62;776;4608;1
S_O4;S_P40;3;34;66;130;55;64;776;0;1
S_O4;S_P19;3;110;66;130;55;38;776;0;0
S_O4;S_O3;3;258;66;66;55;32;776;0;0
S_O4;S_P9;3;110;66;130;55;64;776;0;0
R_E2;S_P15;3;110;514;130;17;30;0;0;1
R_E2;S_P4;3;34;514;130;17;60;0;0;1
R_E2;S_E2;3;17;514;21;17;64;0;4352;1
R_E2;S_E4;3;17;514;21;17;64;0;4352;1
R_E2;S_P38;3;34;514;130;17;54;0;0;1
R_E2;S_P37;3;34;514;130;17;64;0;0;1
R_E2;S_D3;3;130;514;66;17;62;0;4608;1
R_E2;S_P22;3;110;514;130;17;64;0;0;1
R_E2;S_D5;3;130;514;66;17;62;0;4608;1
R_E2;S_P40;3;34;514;130;17;64;0;0;1
R_E2;S_P19;3;110;514;130;17;38;0;0;1
R_P1;S_P15;4;110;34;130;94;30;0;0;1
R_P1;S_P4;4;34;34;130;94;60;0;0;1
R_P1;S_E2;4;17;34;21;94;64;0;4352;1
R_P1;S_E4;4;17;34;21;94;64;0;4352;1
R_P1;S_P38;4;34;34;130;94;54;0;0;1
R_P1;S_P16;4;110;34;130;94;35;0;0;0
R_P1;S_P37;4;34;34;130;94;64;0;0;1
R_P1;S_D3;4;130;34;66;94;62;0;4608;1
R_P1;S_P22;4;110;34;130;94;64;0;0;0
R_P1;S_D5;4;130;34;66;94;62;0;4608;1
R_P1;S_P40;4;34;34;130;94;64;0;0;1
R_P1;S_P19;4;110;34;130;94;38;0;0;0
S_O1;R_N1;258;3;66;18;59;53;512;1024;0
S_O1;R_S3;258;4;66;514;59;26;512;16;1
S_O1;P_K1;258;3;66;258;59;33;512;13312;0
S_O1;R_T1;258;10;66;130;59;16;512;0;1
S_O1;R_S4;258;4;66;514;59;16;512;0;1
S_O1;S_L8;258;10;66;130;59;56;512;0;0
S_O1;S_O2;258;3;66;3;59;16;512;0;0
S_O1;S_O4;258;3;66;66;59;55;512;776;1
S_O1;R_E2;258;3;66;514;59;17;512;0;0
S_O1;R_P1;258;4;66;34;59;94;512;0;1
P_E8;S_O5;2596;3;258;66;41;16;4484;0;1
P_E8;R_N1;2596;3;258;18;41;53;4484;1024;1
P_E8;R_S3;2596;4;258;514;41;26;4484;16;1
P_E8;P_K1;2596;3;258;258;41;33;4484;13312;0
P_E8;R_T1;2596;10;258;130;41;16;4484;0;1
P_E8;R_S4;2596;4;258;514;41;16;4484;0;1
P_E8;S_L8;2596;10;258;130;41;56;4484;0;0
P_E8;S_O2;2596;3;258;3;41;16;4484;0;1
P_E8;S_O4;2596;3;258;66;41;55;4484;776;1
P_E8;R_P1;2596;4;258;34;41;94;4484;0;1
R_D2;S_O5;22;3;194;66;48;16;8728;0;1
R_D2;R_N1;22;3;194;18;48;53;8728;1024;1
R_D2;S_J4;22;3;194;258;48;18;8728;0;1
R_D2;P_K1;22;3;194;258;48;33;8728;13312;1
R_D2;S_K1;22;10;194;258;48;17;8728;2048;1
R_D2;R_T1;22;10;194;130;48;16;8728;0;1
R_D2;S_L8;22;10;194;130;48;56;8728;0;1
R_D2;S_J5;22;3;194;258;48;16;8728;0;1
R_D2;S_O2;22;3;194;3;48;16;8728;0;1
R_D2;S_O4;22;3;194;66;48;55;8728;776;0
R_D2;R_E2;22;3;194;514;48;17;8728;0;1
R_D2;R_P1;22;4;194;34;48;94;8728;0;1
P_D1;S_O5;271;3;122;66;53;16;0;0;0
P_D1;R_N1;271;3;122;18;53;53;0;1024;0
P_D1;R_S3;271;4;122;514;53;26;0;16;0
P_D1;P_K1;271;3;122;258;53;33;0;13312;1
P_D1;S_K4;271;10;122;258;53;16;0;16;0
P_D1;S_K1;271;10;122;258;53;17;0;2048;0
P_D1;R_T1;271;10;122;130;53;16;0;0;0
P_D1;R_S4;271;4;122;514;53;16;0;0;0
P_D1;S_L8;271;10;122;130;53;56;0;0;0
P_D1;S_J5;271;3;122;258;53;16;0;0;0
P_D1;S_O2;271;3;122;3;53;16;0;0;0
P_D1;S_O4;271;3;122;66;53;55;0;776;0
P_D1;R_E2;271;3;122;514;53;17;0;0;1
P_D1;R_P1;271;4;122;34;53;94;0;0;0
P_E2;S_O5;2596;3;258;66;28;16;4160;0;1
P_E2;R_N1;2596;3;258;18;28;53;4160;1024;1
P_E2;S_J4;2596;3;258;258;28;18;4160;0;0
P_E2;R_S3;2596;4;258;514;28;26;4160;16;0
P_E2;P_K1;2596;3;258;258;28;33;4160;13312;1
P_E2;S_K4;2596;10;258;258;28;16;4160;16;0
P_E2;S_K1;2596;10;258;258;28;17;4160;2048;0
P_E2;R_T1;2596;10;258;130;28;16;4160;0;0
P_E2;R_S4;2596;4;258;514;28;16;4160;0;1
P_E2;S_L8;2596;10;258;130;28;56;4160;0;1
P_E2;S_J5;2596;3;258;258;28;16;4160;0;0
P_E2;S_O2;2596;3;258;3;28;16;4160;0;1
P_E2;S_O4;2596;3;258;66;28;55;4160;776;0
P_E2;R_E2;2596;3;258;514;28;17;4160;0;0
P_E2;R_P1;2596;4;258;34;28;94;4160;0;1
P_I1;S_O5;767;3;194;66;30;16;0;0;0
P_I1;R_N1;767;3;194;18;30;53;0;1024;1
P_I1;S_J4;767;3;194;258;30;18;0;0;1
P_I1;R_S3;767;4;194;514;30;26;0;16;0
P_I1;P_K1;767;3;194;258;30;33;0;13312;1
P_I1;S_K4;767;10;194;258;30;16;0;16;1
P_I1;S_K1;767;10;194;258;30;17;0;2048;1
P_I1;R_T1;767;10;194;130;30;16;0;0;0
P_I1;R_S4;767;4;194;514;30;16;0;0;0
P_I1;S_L8;767;10;194;130;30;56;0;0;0
P_I1;S_J5;767;3;194;258;30;16;0;0;1
P_I1;S_O2;767;3;194;3;30;16;0;0;0
P_I1;S_O4;767;3;194;66;30;55;0;776;0
P_I1;R_E2;767;3;194;514;30;17;0;0;1
P_I1;R_P1;767;4;194;34;30;94;0;0;0
P_J1;S_O5;35;3;37;66;33;16;0;0;1
P_J1;R_N1;35;3;37;18;33;53;0;1024;1
P_J1;P_K1;35;3;37;258;33;33;0;13312;1
P_J1;S_K4;35;10;37;258;33;16;0;16;0
P_J1;S_K1;35;10;37;258;33;17;0;2048;1
P_J1;R_T1;35;10;37;130;33;16;0;0;1
P_J1;S_L8;35;10;37;130;33;56;0;0;1
P_J1;S_J5;35;3;37;258;33;16;0;0;1
P_J1;S_O2;35;3;37;3;33;16;0;0;1
P_J1;S_O4;35;3;37;66;33;55;0;776;1
P_J1;R_E2;35;3;37;514;33;17;0;0;1
P_J1;R_P1;35;4;37;34;33;94;0;0;1
R_H1;S_O5;173;3;33;66;39;16;3072;0;0
R_H1;R_N1;173;3;33;18;39;53;3072;1024;0
R_H1;S_J4;173;3;33;258;39;18;3072;0;0
R_H1;R_S3;173;4;33;514;39;26;3072;16;0
R_H1;P_K1;173;3;33;258;39;33;3072;13312;0
R_H1;S_K4;173;10;33;258;39;16;3072;16;0
R_H1;S_K1;173;10;33;258;39;17;3072;2048;0
R_H1;R_T1;173;10;33;130;39;16;3072;0;0
R_H1;R_S4;173;4;33;514;39;16;3072;0;0
R_H1;S_L8;173;10;33;130;39;56;3072;0;0
R_H1;S_J5;173;3;33;258;39;16;3072;0;0
R_H1;S_O2;173;3;33;3;39;16;3072;0;0
R_H1;S_O4;173;3;33;66;39;55;3072;776;0
R_H1;R_E2;173;3;33;514;39;17;3072;0;0
R_H1;R_P1;173;4;33;34;39;94;3072;0;0
R_I1;R_N1;1026;3;258;18;58;53;16;1024;1
R_I1;R_S3;1026;4;258;514;58;26;16;16;1
R_I1;P_K1;1026;3;258;258;58;33;16;13312;1
R_I1;S_K4;1026;10;258;258;58;16;16;16;0
R_I1;R_T1;1026;10;258;130;58;16;16;0;1
R_I1;R_S4;1026;4;258;514;58;16;16;0;1
R_I1;S_L8;1026;10;258;130;58;56;16;0;1
R_I1;S_O2;1026;3;258;3;58;16;16;0;1
R_I1;S_O4;1026;3;258;66;58;55;16;776;1
R_I1;R_E2;1026;3;258;514;58;17;16;0;1
R_I1;R_P1;1026;4;258;34;58;94;16;0;1
P_H1;S_O5;75;3;25;66;64;16;512;0;0
P_H1;R_N1;75;3;25;18;64;53;512;1024;0
P_H1;S_J4;75;3;25;258;64;18;512;0;0
P_H1;R_S3;75;4;25;514;64;26;512;16;1
P_H1;P_K1;75;3;25;258;64;33;512;13312;1
P_H1;S_K4;75;10;25;258;64;16;512;16;0
P_H1;S_K1;75;10;25;258;64;17;512;2048;0
P_H1;R_T1;75;10;25;130;64;16;512;0;1
P_H1;R_S4;75;4;25;514;64;16;512;0;1
P_H1;S_L8;75;10;25;130;64;56;512;0;1
P_H1;S_J5;75;3;25;258;64;16;512;0;0
P_H1;S_O2;75;3;25;3;64;16;512;0;1
P_H1;S_O4;75;3;25;66;64;55;512;776;1
P_H1;R_P1;75;4;25;34;64;94;512;0;1
S_M1;S_O5;67;3;258;66;59;16;0;0;1
S_M1;R_N1;67;3;258;18;59;53;0;1024;1
S_M1;S_J4;67;3;258;258;59;18;0;0;1
S_M1;R_S3;67;4;258;514;59;26;0;16;1
S_M1;S_K1;67;10;258;258;59;17;0;2048;1
S_M1;R_S4;67;4;258;514;59;16;0;0;0
S_M1;S_J5;67;3;258;258;59;16;0;0;1
S_M1;S_O2;67;3;258;3;59;16;0;0;1
S_M1;S_O4;67;3;258;66;59;55;0;776;0
P_F1;S_O5;130;3;258;66;24;16;0;0;0
P_F1;R_N1;130;3;258;18;24;53;0;1024;0
P_F1;S_J4;130;3;258;258;24;18;0;0;0
P_F1;P_K1;130;3;258;258;24;33;0;13312;1
P_F1;S_K4;130;10;258;258;24;16;0;16;0
P_F1;R_T1;130;10;258;130;24;16;0;0;1
P_F1;S_L8;130;10;258;130;24;56;0;0;1
P_F1;S_O2;130;3;258;3;24;16;0;0;1
P_F1;S_O4;130;3;258;66;24;55;0;776;1
P_F1;R_E2;130;3;258;514;24;17;0;0;1
P_F1;R_P1;130;4;258;34;24;94;0;0;1
P_G3;S_O5;188;3;37;66;40;16;0;0;1
P_G3;R_N1;188;3;37;18;40;53;0;1024;0
P_G3;R_S3;188;4;37;514;40;26;0;16;0
P_G3;R_T1;188;10;37;130;40;16;0;0;0
P_G3;S_L8;188;10;37;130;40;56;0;0;1
P_G3;S_O2;188;3;37;3;40;16;0;0;1
P_G3;S_O4;188;3;37;66;40;55;0;776;0
S_O1;S_O1;258;258;66;66;59;59;512;512;1
S_O1;P_E8;258;2596;66;258;59;41;512;4484;0
S_O1;R_D2;258;22;66;194;59;48;512;8728;0
S_O1;P_D1;258;271;66;122;59;53;512;0;0
S_O1;P_E2;258;2596;66;258;59;28;512;4160;0
S_O1;P_I1;258;767;66;194;59;30;512;0;0
S_O1;P_J1;258;35;66;37;59;33;512;0;0
S_O1;R_H1;258;173;66;33;59;39;512;3072;0
S_O1;R_I1;258;1026;66;258;59;58;512;16;0
S_O1;P_H1;258;75;66;25;59;64;512;512;1
S_O1;P_F1;258;130;66;258;59;24;512;0;0
S_O1;P_G3;258;188;66;37;59;40;512;0;0
P_E8;S_O1;2596;258;258;66;41;59;4484;512;0
P_E8;P_E8;2596;2596;258;258;41;41;4484;4484;1
P_E8;R_D2;2596;22;258;194;41;48;4484;8728;1
P_E8;P_D1;2596;271;258;122;41;53;4484;0;0
P_E8;P_E2;2596;2596;258;258;41;28;4484;4160;1
P_E8;P_I1;2596;767;258;194;41;30;4484;0;0
P_E8;P_J1;2596;35;258;37;41;33;4484;0;1
P_E8;R_H1;2596;173;258;33;41;39;4484;3072;0
P_E8;R_I1;2596;1026;258;258;41;58;4484;16;1
P_E8;P_H1;2596;75;258;25;41;64;4484;512;1
P_E8;S_M1;2596;67;258;258;41;59;4484;0;0
P_E8;P_F1;2596;130;258;258;41;24;4484;0;1
P_E8;P_G3;2596;188;258;37;41;40;4484;0;1
R_D2;S_O1;22;258;194;66;48;59;8728;512;0
R_D2;P_E8;22;2596;194;258;48;41;8728;4484;1
R_D2;R_D2;22;22;194;194;48;48;8728;8728;1
R_D2;P_D1;22;271;194;122;48;53;8728;0;0
R_D2;P_E2;22;2596;194;258;48;28;8728;4160;0
R_D2;P_I1;22;767;194;194;48;30;8728;0;0
R_D2;P_J1;22;35;194;37;48;33;8728;0;0
R_D2;R_H1;22;173;194;33;48;39;8728;3072;0
R_D2;R_I1;22;1026;194;258;48;58;8728;16;0
R_D2;P_H1;22;75;194;25;48;64;8728;512;1
R_D2;S_M1;22;67;194;258;48;59;8728;0;0
R_D2;P_F1;22;130;194;258;48;24;8728;0;0
R_D2;P_G3;22;188;194;37;48;40;8728;0;1
P_D1;S_O1;271;258;122;66;53;59;0;512;0
P_D1;P_E8;271;2596;122;258;53;41;0;4484;0
P_D1;R_D2;271;22;122;194;53;48;0;8728;0
P_D1;P_D1;271;271;122;122;53;53;0;0;0
P_D1;P_E2;271;2596;122;258;53;28;0;4160;0
P_D1;P_I1;271;767;122;194;53;30;0;0;0
P_D1;P_J1;271;35;122;37;53;33;0;0;0
P_D1;R_H1;271;173;122;33;53;39;0;3072;0
P_D1;R_I1;271;1026;122;258;53;58;0;16;0
P_D1;P_H1;271;75;122;25;53;64;0;512;0
P_D1;P_F1;271;130;122;258;53;24;0;0;0
P_D1;P_G3;271;188;122;37;53;40;0;0;0
P_E2;S_O1;2596;258;258;66;28;59;4160;512;0
P_E2;P_E8;2596;2596;258;258;28;41;4160;4484;1
P_E2;R_D2;2596;22;258;194;28;48;4160;8728;0
P_E2;P_D1;2596;271;258;122;28;53;4160;0;0
P_E2;P_E2;2596;2596;258;258;28;28;4160;4160;0
P_E2;P_I1;2596;767;258;194;28;30;4160;0;1
P_E2;P_J1;2596;35;258;37;28;33;4160;0;0
P_E2;R_H1;2596;173;258;33;28;39;4160;3072;0
P_E2;R_I1;2596;1026;258;258;28;58;4160;16;1
P_E2;P_H1;2596;75;258;25;28;64;4160;512;0
P_E2;S_M1;2596;67;258;258;28;59;4160;0;1
P_E2;P_F1;2596;130;258;258;28;24;4160;0;0
P_E2;P_G3;2596;188;258;37;28;40;4160;0;1
P_I1;S_O1;767;258;194;66;30;59;0;512;0
P_I1;P_E8;767;2596;194;258;30;41;0;4484;0
P_I1;R_D2;767;22;194;194;30;48;0;8728;0
P_I1;P_D1;767;271;194;122;30;53;0;0;0
P_I1;P_E2;767;2596;194;258;30;28;0;4160;1
P_I1;P_I1;767;767;194;194;30;30;0;0;0
P_I1;P_J1;767;35;194;37;30;33;0;0;0
P_I1;R_H1;767;173;194;33;30;39;0;3072;0
P_I1;R_I1;767;1026;194;258;30;58;0;16;1
P_I1;P_H1;767;75;194;25;30;64;0;512;0
P_I1;S_M1;767;67;194;258;30;59;0;0;0
P_I1;P_F1;767;130;194;258;30;24;0;0;0
P_I1;P_G3;767;188;194;37;30;40;0;0;0
P_J1;S_O1;35;258;37;66;33;59;0;512;0
P_J1;P_E8;35;2596;37;258;33;41;0;4484;1
P_J1;R_D2;35;22;37;194;33;48;0;8728;0
P_J1;P_D1;35;271;37;122;33;53;0;0;0
P_J1;P_E2;35;2596;37;258;33;28;0;4160;0
P_J1;P_I1;35;767;37;194;33;30;0;0;0
P_J1;P_J1;35;35;37;37;33;33;0;0;1
P_J1;R_H1;35;173;37;33;33;39;0;3072;0
P_J1;R_I1;35;1026;37;258;33;58;0;16;1
P_J1;P_H1;35;75;37;25;33;64;0;512;1
P_J1;S_M1;35;67;37;258;33;59;0;0;0
P_J1;P_F1;35;130;37;258;33;24;0;0;1
P_J1;P_G3;35;188;37;37;33;40;0;0;1
R_H1;S_O1;173;258;33;66;39;59;3072;512;0
R_H1;P_E8;173;2596;33;258;39;41;3072;4484;0
R_H1;R_D2;173;22;33;194;39;48;3072;8728;0
R_H1;P_D1;173;271;33;122;39;53;3072;0;0
R_H1;P_E2;173;2596;33;258;39;28;3072;4160;0
R_H1;P_I1;173;767;33;194;39;30;3072;0;0
R_H1;P_J1;173;35;33;37;39;33;3072;0;0
R_H1;R_H1;173;173;33;33;39;39;3072;3072;0
R_H1;R_I1;173;1026;33;258;39;58;3072;16;0
R_H1;P_H1;173;75;33;25;39;64;3072;512;1
R_H1;P_F1;173;130;33;258;39;24;3072;0;0
R_H1;P_G3;173;188;33;37;39;40;3072;0;0
R_I1;S_O1;1026;258;258;66;58;59;16;512;1
R_I1;P_E8;1026;2596;258;258;58;41;16;4484;1
R_I1;R_D2;1026;22;258;194;58;48;16;8728;1
R_I1;P_D1;1026;271;258;122;58;53;16;0;0
R_I1;P_E2;1026;2596;258;258;58;28;16;4160;1
R_I1;P_I1;1026;767;258;194;58;30;16;0;0
R_I1;P_J1;1026;35;258;37;58;33;16;0;1
R_I1;R_H1;1026;173;258;33;58;39;16;3072;0
R_I1;R_I1;1026;1026;258;258;58;58;16;16;1
R_I1;P_H1;1026;75;258;25;58;64;16;512;1
R_I1;S_M1;1026;67;258;258;58;59;16;0;0
R_I1;P_F1;1026;130;258;258;58;24;16;0;0
R_I1;P_G3;1026;188;258;37;58;40;16;0;1
P_H1;S_O1;75;258;25;66;64;59;512;512;1
P_H1;P_E8;75;2596;25;258;64;41;512;4484;1
P_H1;R_D2;75;22;25;194;64;48;512;8728;1
P_H1;P_D1;75;271;25;122;64;53;512;0;0
P_H1;P_E2;75;2596;25;258;64;28;512;4160;0
P_H1;P_I1;75;767;25;194;64;30;512;0;0
P_H1;P_J1;75;35;25;37;64;33;512;0;1
P_H1;R_H1;75;173;25;33;64;39;512;3072;1
P_H1;R_I1;75;1026;25;258;64;58;512;16;1
P_H1;P_H1;75;75;25;25;64;64;512;512;1
P_H1;S_M1;75;67;25;258;64;59;512;0;0
P_H1;P_F1;75;130;25;258;64;24;512;0;1
P_H1;P_G3;75;188;25;37;64;40;512;0;1
S_M1;P_E8;67;2596;258;258;59;41;0;4484;0
S_M1;R_D2;67;22;258;194;59;48;0;8728;0
S_M1;P_E2;67;2596;258;258;59;28;0;4160;1
S_M1;P_I1;67;767;258;194;59;30;0;0;0
S_M1;P_J1;67;35;258;37;59;33;0;0;0
S_M1;R_I1;67;1026;258;258;59;58;0;16;0
S_M1;S_M1;67;67;258;258;59;59;0;0;0
S_M1;P_F1;67;130;258;258;59;24;0;0;0
S_M1;P_G3;67;188;258;37;59;40;0;0;1
P_F1;S_O1;130;258;258;66;24;59;0;512;0
P_F1;P_E8;130;2596;258;258;24;41;0;4484;1
P_F1;R_D2;130;22;258;194;24;48;0;8728;0
P_F1;P_D1;130;271;258;122;24;53;0;0;0
P_F1;P_E2;130;2596;258;258;24;28;0;4160;0
P_F1;P_I1;130;767;258;194;24;30;0;0;0
P_F1;P_J1;130;35;258;37;24;33;0;0;1
P_F1;R_H1;130;173;258;33;24;39;0;3072;0
P_F1;R_I1;130;1026;258;258;24;58;0;16;1
P_F1;P_H1;130;75;258;25;24;64;0;512;1
P_F1;S_M1;130;67;258;258;24;59;0;0;0
P_F1;P_F1;130;130;258;258;24;24;0;0;1
P_G3;S_O1;188;258;37;66;40;59;0;512;0
P_G3;P_E8;188;2596;37;258;40;41;0;4484;1
P_G3;R_D2;188;22;37;194;40;48;0;8728;1
P_G3;P_D1;188;271;37;122;40;53;0;0;0
P_G3;P_E2;188;2596;37;258;40;28;0;4160;1
P_G3;P_I1;188;767;37;194;40;30;0;0;0
P_G3;P_J1;188;35;37;37;40;33;0;0;1
P_G3;R_H1;188;173;37;33;40;39;0;3072;0
P_G3;R_I1;188;1026;37;258;40;58;0;16;1
P_G3;P_H1;188;75;37;25;40;64;0;512;1
P_G3;S_M1;188;67;37;258;40;59;0;0;1
S_O1;S_J1;258;66;66;258;59;31;512;0;0
S_O1;P_E4;258;16387;66;514;59;16;512;16;0
S_O1;P_C4;258;67;66;500;59;16;512;0;0
S_O1;P_E6;258;5190;66;514;59;16;512;0;0
S_O1;R_J4;258;125;66;34;59;16;512;4096;0
S_O1;R_A1;258;6002;66;258;59;32;512;0;0
S_O1;S_I1;258;66;66;258;59;16;512;0;0
S_O1;R_J7;258;125;66;34;59;16;512;4096;0
S_O1;R_A2;258;10002;66;258;59;26;512;0;0
S_O1;R_B2;258;4098;66;33;59;28;512;0;0
S_O1;P_C1;258;66;66;514;59;19;512;4096;0
P_E8;S_J1;2596;66;258;258;41;31;4484;0;0
P_E8;P_C4;2596;67;258;500;41;16;4484;0;1
P_E8;P_E6;2596;5190;258;514;41;16;4484;0;0
P_E8;R_J4;2596;125;258;34;41;16;4484;4096;1
P_E8;R_A1;2596;6002;258;258;41;32;4484;0;0
P_E8;S_J6;2596;66;258;258;41;24;4484;16;0
P_E8;S_I1;2596;66;258;258;41;16;4484;0;0
P_E8;R_J7;2596;125;258;34;41;16;4484;4096;1
P_E8;S_I2;2596;66;258;258;41;18;4484;0;0
P_E8;S_L1;2596;258;258;130;41;32;4484;512;0
P_E8;R_A2;2596;10002;258;258;41;26;4484;0;0
P_E8;R_B2;2596;4098;258;33;41;28;4484;0;1
P_E8;P_C1;2596;66;258;514;41;19;4484;4096;0
P_E8;S_K5;2596;514;258;258;41;20;4484;4224;0
R_D2;S_J1;22;66;194;258;48;31;8728;0;1
R_D2;P_E4;22;16387;194;514;48;16;8728;16;0
R_D2;P_C4;22;67;194;500;48;16;8728;0;0
R_D2;P_E6;22;5190;194;514;48;16;8728;0;1
R_D2;R_J4;22;125;194;34;48;16;8728;4096;1
R_D2;R_A1;22;6002;194;258;48;32;8728;0;0
R_D2;S_J6;22;66;194;258;48;24;8728;16;0
R_D2;S_I1;22;66;194;258;48;16;8728;0;0
R_D2;R_J7;22;125;194;34;48;16;8728;4096;0
R_D2;S_I2;22;66;194;258;48;18;8728;0;1
R_D2;R_A2;22;10002;194;258;48;26;8728;0;0
R_D2;R_B2;22;4098;194;33;48;28;8728;0;1
R_D2;P_C1;22;66;194;514;48;19;8728;4096;1
R_D2;S_K5;22;514;194;258;48;20;8728;4224;0
P_D1;S_J1;271;66;122;258;53;31;0;0;0
P_D1;P_C4;271;67;122;500;53;16;0;0;0
P_D1;P_E6;271;5190;122;514;53;16;0;0;0
P_D1;R_J4;271;125;122;34;53;16;0;4096;0
P_D1;R_A1;271;6002;122;258;53;32;0;0;0
P_D1;S_J6;271;66;122;258;53;24;0;16;0
P_D1;S_I1;271;66;122;258;53;16;0;0;0
P_D1;R_J7;271;125;122;34;53;16;0;4096;0
P_D1;S_I2;271;66;122;258;53;18;0;0;0
P_D1;S_L1;271;258;122;130;53;32;0;512;0
P_D1;R_A2;271;10002;122;258;53;26;0;0;0
P_D1;R_B2;271;4098;122;33;53;28;0;0;0
P_D1;P_C1;271;66;122;514;53;19;0;4096;0
P_D1;S_K5;271;514;122;258;53;20;0;4224;0
P_E2;S_J1;2596;66;258;258;28;31;4160;0;1
P_E2;P_E4;2596;16387;258;514;28;16;4160;16;0
P_E2;P_C4;2596;67;258;500;28;16;4160;0;1
P_E2;P_E6;2596;5190;258;514;28;16;4160;0;1
P_E2;R_J4;2596;125;258;34;28;16;4160;4096;0
P_E2;R_A1;2596;6002;258;258;28;32;4160;0;1
P_E2;S_J6;2596;66;258;258;28;24;4160;16;1
P_E2;S_I1;2596;66;258;258;28;16;4160;0;0
P_E2;R_J7;2596;125;258;34;28;16;4160;4096;0
P_E2;S_I2;2596;66;258;258;28;18;4160;0;0
P_E2;S_L1;2596;258;258;130;28;32;4160;512;1
P_E2;R_A2;2596;10002;258;258;28;26;4160;0;1
P_E2;R_B2;2596;4098;258;33;28;28;4160;0;1
P_E2;P_C1;2596;66;258;514;28;19;4160;4096;1
P_E2;S_K5;2596;514;258;258;28;20;4160;4224;0
P_I1;S_J1;767;66;194;258;30;31;0;0;1
P_I1;P_C4;767;67;194;500;30;16;0;0;1
P_I1;P_E6;767;5190;194;514;30;16;0;0;1
P_I1;R_J4;767;125;194;34;30;16;0;4096;0
P_I1;R_A1;767;6002;194;258;30;32;0;0;0
P_I1;S_J6;767;66;194;258;30;24;0;16;1
P_I1;S_I1;767;66;194;258;30;16;0;0;0
P_I1;R_J7;767;125;194;34;30;16;0;4096;0
P_I1;S_I2;767;66;194;258;30;18;0;0;1
P_I1;S_L1;767;258;194;130;30;32;0;512;1
P_I1;R_A2;767;10002;194;258;30;26;0;0;0
P_I1;P_C1;767;66;194;514;30;19;0;4096;1
P_I1;S_K5;767;514;194;258;30;20;0;4224;0
P_J1;S_J1;35;66;37;258;33;31;0;0;1
P_J1;P_E4;35;16387;37;514;33;16;0;16;0
P_J1;P_C4;35;67;37;500;33;16;0;0;1
P_J1;P_E6;35;5190;37;514;33;16;0;0;1
P_J1;R_J4;35;125;37;34;33;16;0;4096;1
P_J1;R_A1;35;6002;37;258;33;32;0;0;0
P_J1;S_J6;35;66;37;258;33;24;0;16;0
P_J1;S_I1;35;66;37;258;33;16;0;0;1
P_J1;R_J7;35;125;37;34;33;16;0;4096;0
P_J1;S_I2;35;66;37;258;33;18;0;0;1
P_J1;S_L1;35;258;37;130;33;32;0;512;0
P_J1;R_A2;35;10002;37;258;33;26;0;0;1
P_J1;R_B2;35;4098;37;33;33;28;0;0;1
P_J1;P_C1;35;66;37;514;33;19;0;4096;1
P_J1;S_K5;35;514;37;258;33;20;0;4224;0
R_H1;S_J1;173;66;33;258;39;31;3072;0;0
R_H1;P_C4;173;67;33;500;39;16;3072;0;0
R_H1;P_E6;173;5190;33;514;39;16;3072;0;0
R_H1;R_J4;173;125;33;34;39;16;3072;4096;0
R_H1;R_A1;173;6002;33;258;39;32;3072;0;0
R_H1;S_J6;173;66;33;258;39;24;3072;16;0
R_H1;S_I1;173;66;33;258;39;16;3072;0;0
R_H1;R_J7;173;125;33;34;39;16;3072;4096;0
R_H1;S_I2;173;66;33;258;39;18;3072;0;0
R_H1;S_L1;173;258;33;130;39;32;3072;512;0
R_H1;R_A2;173;10002;33;258;39;26;3072;0;0
R_H1;R_B2;173;4098;33;33;39;28;3072;0;0
R_H1;P_C1;173;66;33;514;39;19;3072;4096;0
R_H1;S_K5;173;514;33;258;39;20;3072;4224;0
R_I1;S_J1;1026;66;258;258;58;31;16;0;1
R_I1;P_E4;1026;16387;258;514;58;16;16;16;0
R_I1;P_C4;1026;67;258;500;58;16;16;0;0
R_I1;P_E6;1026;5190;258;514;58;16;16;0;1
R_I1;R_J4;1026;125;258;34;58;16;16;4096;1
R_I1;R_A1;1026;6002;258;258;58;32;16;0;1
R_I1;S_J6;1026;66;258;258;58;24;16;16;1
R_I1;S_I1;1026;66;258;258;58;16;16;0;1
R_I1;R_J7;1026;125;258;34;58;16;16;4096;1
R_I1;S_I2;1026;66;258;258;58;18;16;0;1
R_I1;R_A2;1026;10002;258;258;58;26;16;0;1
R_I1;R_B2;1026;4098;258;33;58;28;16;0;1
R_I1;P_C1;1026;66;258;514;58;19;16;4096;0
R_I1;S_K5;1026;514;258;258;58;20;16;4224;0
P_H1;S_J1;75;66;25;258;64;31;512;0;0
P_H1;P_E4;75;16387;25;514;64;16;512;16;0
