k1_name;k2_name;k1_blocks_per_grid;k2_blocks_per_grid;k1_threads_per_block;k2_threads_per_block;k1_registers;k2_registers;k1_shared_mem_B;k2_shared_mem_B;classification
P_K1;R_E2;3;3;258;514;33;17;13312;0;1
P_K1;R_P1;3;4;258;34;33;94;13312;0;0
S_K4;R_N1;10;3;258;18;16;53;16;1024;1
S_K4;S_K4;10;10;258;258;16;16;16;16;1
S_K4;S_O2;10;3;258;3;16;16;16;0;1
S_K4;S_O4;10;3;258;66;16;55;16;776;0
S_K1;R_N1;10;3;258;18;17;53;2048;1024;1
S_K1;S_J5;10;3;258;258;17;16;2048;0;1
S_K1;S_O2;10;3;258;3;17;16;2048;0;1
S_K1;S_O4;10;3;258;66;17;55;2048;776;0
R_T1;R_N1;10;3;130;18;16;53;0;1024;0
R_T1;P_K1;10;3;130;258;16;33;0;13312;1
R_T1;R_T1;10;10;130;130;16;16;0;0;1
R_T1;S_L8;10;10;130;130;16;56;0;0;1
R_T1;S_O2;10;3;130;3;16;16;0;0;0
R_T1;S_O4;10;3;130;66;16;55;0;776;1
R_T1;R_E2;10;3;130;514;16;17;0;0;1
R_T1;R_P1;10;4;130;34;16;94;0;0;1
R_S4;S_O5;4;3;514;66;16;16;0;0;0
R_S4;R_N1;4;3;514;18;16;53;0;1024;1
R_S4;S_J4;4;3;514;258;16;18;0;0;1
R_S4;S_O2;4;3;514;3;16;16;0;0;1
R_S4;S_O4;4;3;514;66;16;55;0;776;1
S_L8;R_T1;10;10;130;130;56;16;0;0;1
S_L8;S_L8;10;10;130;130;56;56;0;0;1
S_L8;S_O4;10;3;130;66;56;55;0;776;1
S_L8;R_P1;10;4;130;34;56;94;0;0;0
S_J5;R_N1;3;3;258;18;16;53;0;1024;1
S_J5;S_J5;3;3;258;258;16;16;0;0;1
S_J5;S_O2;3;3;258;3;16;16;0;0;1
S_J5;S_O4;3;3;258;66;16;55;0;776;0
S_O2;S_O5;3;3;3;66;16;16;0;0;1
S_O2;R_N1;3;3;3;18;16;53;0;1024;1
S_O2;R_S3;3;4;3;514;16;26;0;16;1
S_O2;S_K4;3;10;3;258;16;16;0;16;1
S_O2;S_K1;3;10;3;258;16;17;0;2048;1
S_O2;R_S4;3;4;3;514;16;16;0;0;0
S_O2;S_J5;3;3;3;258;16;16;0;0;1
S_O2;S_O2;3;3;3;3;16;16;0;0;1
S_O2;S_O4;3;3;3;66;16;55;0;776;1
S_O4;S_O5;3;3;66;66;55;16;776;0;0
S_O4;R_N1;3;3;66;18;55;53;776;1024;0
S_O4;R_S3;3;4;66;514;55;26;776;16;1
S_O4;P_K1;3;3;66;258;55;33;776;13312;0
S_O4;S_K4;3;10;66;258;55;16;776;16;0
S_O4;S_K1;3;10;66;258;55;17;776;2048;0
S_O4;R_T1;3;10;66;130;55;16;776;0;1
S_O4;R_S4;3;4;66;514;55;16;776;0;1
S_O4;S_L8;3;10;66;130;55;56;776;0;0
S_O4;S_J5;3;3;66;258;55;16;776;0;0
S_O4;S_O4;3;3;66;66;55;55;776;776;1
S_O4;R_E2;3;3;66;514;55;17;776;0;0
S_O4;R_P1;3;4;66;34;55;94;776;0;1
R_E2;R_N1;3;3;514;18;17;53;0;1024;1
R_E2;P_K1;3;3;514;258;17;33;0;13312;1
R_E2;R_T1;3;10;514;130;17;16;0;0;1
R_E2;S_O4;3;3;514;66;17;55;0;776;0
R_E2;R_E2;3;3;514;514;17;17;0;0;1
R_E2;R_P1;3;4;514;34;17;94;0;0;0
R_P1;R_N1;4;3;34;18;94;53;0;1024;0
R_P1;P_K1;4;3;34;258;94;33;0;13312;0
R_P1;R_T1;4;10;34;130;94;16;0;0;1
R_P1;S_L8;4;10;34;130;94;56;0;0;0
R_P1;S_O2;4;3;34;3;94;16;0;0;0
R_P1;S_O4;4;3;34;66;94;55;0;776;1
R_P1;R_E2;4;3;34;514;94;17;0;0;0
R_P1;R_P1;4;4;34;34;94;94;0;0;1
S_O5;P_E8;3;2596;66;258;16;41;0;4484;1
S_O5;P_D1;3;271;66;122;16;53;0;0;0
S_O5;P_E2;3;2596;66;258;16;28;0;4160;1
S_O5;P_I1;3;767;66;194;16;30;0;0;0
S_O5;P_J1;3;35;66;37;16;33;0;0;1
S_O5;R_H1;3;173;66;33;16;39;0;3072;0
S_O5;P_H1;3;75;66;25;16;64;0;512;0
S_O5;S_M1;3;67;66;258;16;59;0;0;1
S_O5;P_G3;3;188;66;37;16;40;0;0;1
R_N1;P_E8;3;2596;18;258;53;41;1024;4484;1
R_N1;R_D2;3;22;18;194;53;48;1024;8728;1
R_N1;P_D1;3;271;18;122;53;53;1024;0;1
R_N1;P_E2;3;2596;18;258;53;28;1024;4160;1
R_N1;P_I1;3;767;18;194;53;30;1024;0;1
R_N1;P_J1;3;35;18;37;53;33;1024;0;1
R_N1;R_H1;3;173;18;33;53;39;1024;3072;0
R_N1;R_I1;3;1026;18;258;53;58;1024;16;1
R_N1;P_H1;3;75;18;25;53;64;1024;512;0
R_N1;S_M1;3;67;18;258;53;59;1024;0;1
R_N1;P_F1;3;130;18;258;53;24;1024;0;1
R_N1;P_G3;3;188;18;37;53;40;1024;0;1
S_J4;R_D2;3;22;258;194;18;48;0;8728;1
S_J4;P_D1;3;271;258;122;18;53;0;0;0
S_J4;P_E2;3;2596;258;258;18;28;0;4160;0
S_J4;P_I1;3;767;258;194;18;30;0;0;1
S_J4;R_H1;3;173;258;33;18;39;0;3072;0
S_J4;P_H1;3;75;258;25;18;64;0;512;0
S_J4;S_M1;3;67;258;258;18;59;0;0;1
S_J4;P_F1;3;130;258;258;18;24;0;0;0
R_S3;S_O1;4;258;514;66;26;59;16;512;1
R_S3;P_E8;4;2596;514;258;26;41;16;4484;1
R_S3;P_D1;4;271;514;122;26;53;16;0;0
R_S3;P_E2;4;2596;514;258;26;28;16;4160;0
R_S3;P_I1;4;767;514;194;26;30;16;0;0
R_S3;R_H1;4;173;514;33;26;39;16;3072;0
R_S3;R_I1;4;1026;514;258;26;58;16;16;1
R_S3;P_H1;4;75;514;25;26;64;16;512;1
R_S3;S_M1;4;67;514;258;26;59;16;0;1
R_S3;P_G3;4;188;514;37;26;40;16;0;0
P_K1;S_O1;3;258;258;66;33;59;13312;512;0
P_K1;P_E8;3;2596;258;258;33;41;13312;4484;1
P_K1;R_D2;3;22;258;194;33;48;13312;8728;1
P_K1;P_D1;3;271;258;122;33;53;13312;0;0
P_K1;P_E2;3;2596;258;258;33;28;13312;4160;1
P_K1;P_I1;3;767;258;194;33;30;13312;0;1
P_K1;P_J1;3;35;258;37;33;33;13312;0;1
P_K1;R_H1;3;173;258;33;33;39;13312;3072;0
P_K1;R_I1;3;1026;258;258;33;58;13312;16;1
P_K1;P_H1;3;75;258;25;33;64;13312;512;1
P_K1;P_F1;3;130;258;258;33;24;13312;0;1
S_K4;R_D2;10;22;258;194;16;48;16;8728;1
S_K4;P_D1;10;271;258;122;16;53;16;0;0
S_K4;P_E2;10;2596;258;258;16;28;16;4160;0
S_K4;P_I1;10;767;258;194;16;30;16;0;1
S_K4;P_J1;10;35;258;37;16;33;16;0;0
S_K4;R_H1;10;173;258;33;16;39;16;3072;0
S_K4;P_H1;10;75;258;25;16;64;16;512;0
S_K4;S_M1;10;67;258;258;16;59;16;0;1
S_K1;R_D2;10;22;258;194;17;48;2048;8728;1
S_K1;P_D1;10;271;258;122;17;53;2048;0;0
S_K1;P_E2;10;2596;258;258;17;28;2048;4160;0
S_K1;P_I1;10;767;258;194;17;30;2048;0;1
S_K1;P_J1;10;35;258;37;17;33;2048;0;1
S_K1;R_H1;10;173;258;33;17;39;2048;3072;0
S_K1;P_H1;10;75;258;25;17;64;2048;512;0
S_K1;S_M1;10;67;258;258;17;59;2048;0;1
S_K1;P_F1;10;130;258;258;17;24;2048;0;0
R_T1;S_O1;10;258;130;66;16;59;0;512;1
R_T1;P_E8;10;2596;130;258;16;41;0;4484;1
R_T1;R_D2;10;22;130;194;16;48;0;8728;1
R_T1;P_D1;10;271;130;122;16;53;0;0;0
R_T1;P_E2;10;2596;130;258;16;28;0;4160;0
R_T1;P_I1;10;767;130;194;16;30;0;0;0
R_T1;P_J1;10;35;130;37;16;33;0;0;1
R_T1;R_H1;10;173;130;33;16;39;0;3072;0
R_T1;R_I1;10;1026;130;258;16;58;0;16;1
R_T1;P_H1;10;75;130;25;16;64;0;512;1
R_T1;P_F1;10;130;130;258;16;24;0;0;1
R_T1;P_G3;10;188;130;37;16;40;0;0;0
R_S4;S_O1;4;258;514;66;16;59;0;512;1
R_S4;P_E8;4;2596;514;258;16;41;0;4484;1
R_S4;P_D1;4;271;514;122;16;53;0;0;0
R_S4;P_E2;4;2596;514;258;16;28;0;4160;0
R_S4;P_I1;4;767;514;194;16;30;0;0;0
R_S4;R_H1;4;173;514;33;16;39;0;3072;1
R_S4;R_I1;4;1026;514;258;16;58;0;16;1
R_S4;P_H1;4;75;514;25;16;64;0;512;1
R_S4;S_M1;4;67;514;258;16;59;0;0;0
S_L8;S_O1;10;258;130;66;56;59;0;512;0
S_L8;P_E8;10;2596;130;258;56;41;0;4484;0
S_L8;R_D2;10;22;130;194;56;48;0;8728;1
S_L8;P_D1;10;271;130;122;56;53;0;0;0
S_L8;P_E2;10;2596;130;258;56;28;0;4160;1
S_L8;P_I1;10;767;130;194;56;30;0;0;0
S_L8;P_J1;10;35;130;37;56;33;0;0;1
S_L8;R_H1;10;173;130;33;56;39;0;3072;0
S_L8;R_I1;10;1026;130;258;56;58;0;16;1
S_L8;P_H1;10;75;130;25;56;64;0;512;1
S_L8;P_F1;10;130;130;258;56;24;0;0;1
S_L8;P_G3;10;188;130;37;56;40;0;0;1
S_J5;R_D2;3;22;258;194;16;48;0;8728;1
S_J5;P_D1;3;271;258;122;16;53;0;0;0
S_J5;P_E2;3;2596;258;258;16;28;0;4160;0
S_J5;P_I1;3;767;258;194;16;30;0;0;1
S_J5;P_J1;3;35;258;37;16;33;0;0;1
S_J5;R_H1;3;173;258;33;16;39;0;3072;0
S_J5;R_I1;3;1026;258;258;16;58;0;16;1
S_J5;P_H1;3;75;258;25;16;64;0;512;0
S_J5;S_M1;3;67;258;258;16;59;0;0;1
S_O2;S_O1;3;258;3;66;16;59;0;512;0
S_O2;P_E8;3;2596;3;258;16;41;0;4484;1
S_O2;R_D2;3;22;3;194;16;48;0;8728;1
S_O2;P_D1;3;271;3;122;16;53;0;0;0
S_O2;P_E2;3;2596;3;258;16;28;0;4160;1
S_O2;P_I1;3;767;3;194;16;30;0;0;0
S_O2;P_J1;3;35;3;37;16;33;0;0;1
S_O2;R_H1;3;173;3;33;16;39;0;3072;0
S_O2;R_I1;3;1026;3;258;16;58;0;16;1
S_O2;P_H1;3;75;3;25;16;64;0;512;1
S_O2;S_M1;3;67;3;258;16;59;0;0;1
S_O2;P_F1;3;130;3;258;16;24;0;0;1
S_O2;P_G3;3;188;3;37;16;40;0;0;1
S_O4;S_O1;3;258;66;66;55;59;776;512;1
S_O4;P_E8;3;2596;66;258;55;41;776;4484;1
S_O4;R_D2;3;22;66;194;55;48;776;8728;0
S_O4;P_D1;3;271;66;122;55;53;776;0;0
S_O4;P_E2;3;2596;66;258;55;28;776;4160;0
S_O4;P_I1;3;767;66;194;55;30;776;0;0
S_O4;P_J1;3;35;66;37;55;33;776;0;1
S_O4;R_H1;3;173;66;33;55;39;776;3072;0
S_O4;R_I1;3;1026;66;258;55;58;776;16;1
S_O4;P_H1;3;75;66;25;55;64;776;512;1
S_O4;S_M1;3;67;66;258;55;59;776;0;0
S_O4;P_F1;3;130;66;258;55;24;776;0;1
S_O4;P_G3;3;188;66;37;55;40;776;0;0
R_E2;S_O1;3;258;514;66;17;59;0;512;0
R_E2;R_D2;3;22;514;194;17;48;0;8728;1
R_E2;P_D1;3;271;514;122;17;53;0;0;0
R_E2;P_E2;3;2596;514;258;17;28;0;4160;1
R_E2;P_I1;3;767;514;194;17;30;0;0;1
R_E2;P_J1;3;35;514;37;17;33;0;0;1
R_E2;R_H1;3;173;514;33;17;39;0;3072;0
R_E2;R_I1;3;1026;514;258;17;58;0;16;1
R_E2;P_H1;3;75;514;25;17;64;0;512;0
R_E2;P_F1;3;130;514;258;17;24;0;0;1
R_P1;S_O1;4;258;34;66;94;59;0;512;1
R_P1;P_E8;4;2596;34;258;94;41;0;4484;1
R_P1;R_D2;4;22;34;194;94;48;0;8728;1
R_P1;P_D1;4;271;34;122;94;53;0;0;0
R_P1;P_E2;4;2596;34;258;94;28;0;4160;1
R_P1;P_I1;4;767;34;194;94;30;0;0;0
R_P1;P_J1;4;35;34;37;94;33;0;0;1
R_P1;R_H1;4;173;34;33;94;39;0;3072;0
R_P1;R_I1;4;1026;34;258;94;58;0;16;1
R_P1;P_H1;4;75;34;25;94;64;0;512;1
R_P1;P_F1;4;130;34;258;94;24;0;0;1
S_O5;P_C4;3;67;66;500;16;16;0;0;1
S_O5;P_E6;3;5190;66;514;16;16;0;0;1
S_O5;R_J4;3;125;66;34;16;16;0;4096;1
S_O5;R_A1;3;6002;66;258;16;32;0;0;0
S_O5;S_J6;3;66;66;258;16;24;0;16;1
S_O5;R_J7;3;125;66;34;16;16;0;4096;0
S_O5;S_I2;3;66;66;258;16;18;0;0;0
S_O5;S_L1;3;258;66;130;16;32;0;512;1
S_O5;R_A2;3;10002;66;258;16;26;0;0;0
R_N1;S_J1;3;66;18;258;53;31;1024;0;1
R_N1;P_C4;3;67;18;500;53;16;1024;0;1
R_N1;P_E6;3;5190;18;514;53;16;1024;0;1
R_N1;R_J4;3;125;18;34;53;16;1024;4096;0
R_N1;R_A1;3;6002;18;258;53;32;1024;0;1
R_N1;S_J6;3;66;18;258;53;24;1024;16;1
R_N1;S_I1;3;66;18;258;53;16;1024;0;1
R_N1;S_I2;3;66;18;258;53;18;1024;0;1
R_N1;S_L1;3;258;18;130;53;32;1024;512;1
R_N1;R_A2;3;10002;18;258;53;26;1024;0;1
R_N1;R_B2;3;4098;18;33;53;28;1024;0;1
R_N1;P_C1;3;66;18;514;53;19;1024;4096;1
R_N1;S_K5;3;514;18;258;53;20;1024;4224;1
S_J4;P_C4;3;67;258;500;18;16;0;0;1
S_J4;R_A1;3;6002;258;258;18;32;0;0;1
S_J4;R_A2;3;10002;258;258;18;26;0;0;1
S_J4;S_K5;3;514;258;258;18;20;0;4224;0
R_S3;P_E4;4;16387;514;514;26;16;16;16;0
R_S3;P_E6;4;5190;514;514;26;16;16;0;0
R_S3;R_J4;4;125;514;34;26;16;16;4096;1
R_S3;R_A1;4;6002;514;258;26;32;16;0;1
R_S3;R_J7;4;125;514;34;26;16;16;4096;1
R_S3;S_I2;4;66;514;258;26;18;16;0;0
R_S3;S_L1;4;258;514;130;26;32;16;512;1
R_S3;R_A2;4;10002;514;258;26;26;16;0;1
R_S3;R_B2;4;4098;514;33;26;28;16;0;1
P_K1;S_J1;3;66;258;258;33;31;13312;0;1
P_K1;P_C4;3;67;258;500;33;16;13312;0;1
P_K1;P_E6;3;5190;258;514;33;16;13312;0;1
P_K1;R_J4;3;125;258;34;33;16;13312;4096;1
P_K1;R_A1;3;6002;258;258;33;32;13312;0;1
P_K1;S_J6;3;66;258;258;33;24;13312;16;1
P_K1;S_I1;3;66;258;258;33;16;13312;0;1
P_K1;R_J7;3;125;258;34;33;16;13312;4096;1
P_K1;R_A2;3;10002;258;258;33;26;13312;0;0
P_K1;R_B2;3;4098;258;33;33;28;13312;0;1
S_K4;P_C4;10;67;258;500;16;16;16;0;1
S_K4;P_E6;10;5190;258;514;16;16;16;0;1
S_K4;R_J4;10;125;258;34;16;16;16;4096;1
S_K4;R_A1;10;6002;258;258;16;32;16;0;1
S_K4;S_J6;10;66;258;258;16;24;16;16;1
S_K4;R_A2;10;10002;258;258;16;26;16;0;1
S_K4;P_C1;10;66;258;514;16;19;16;4096;1
S_K4;S_K5;10;514;258;258;16;20;16;4224;0
S_K1;P_C4;10;67;258;500;17;16;2048;0;1
S_K1;P_E6;10;5190;258;514;17;16;2048;0;1
S_K1;R_J4;10;125;258;34;17;16;2048;4096;1
S_K1;R_A1;10;6002;258;258;17;32;2048;0;1
S_K1;S_J6;10;66;258;258;17;24;2048;16;1
S_K1;R_J7;10;125;258;34;17;16;2048;4096;0
S_K1;S_I2;10;66;258;258;17;18;2048;0;1
S_K1;S_L1;10;258;258;130;17;32;2048;512;1
S_K1;R_A2;10;10002;258;258;17;26;2048;0;1
S_K1;P_C1;10;66;258;514;17;19;2048;4096;1
S_K1;S_K5;10;514;258;258;17;20;2048;4224;0
R_T1;S_J1;10;66;130;258;16;31;0;0;1
R_T1;P_E4;10;16387;130;514;16;16;0;16;0
R_T1;P_C4;10;67;130;500;16;16;0;0;0
R_T1;P_E6;10;5190;130;514;16;16;0;0;0
R_T1;R_J4;10;125;130;34;16;16;0;4096;1
R_T1;R_A1;10;6002;130;258;16;32;0;0;0
R_T1;S_I1;10;66;130;258;16;16;0;0;1
R_T1;R_J7;10;125;130;34;16;16;0;4096;1
R_T1;S_I2;10;66;130;258;16;18;0;0;1
R_T1;R_A2;10;10002;130;258;16;26;0;0;0
R_T1;R_B2;10;4098;130;33;16;28;0;0;1
R_T1;P_C1;10;66;130;514;16;19;0;4096;0
R_S4;P_E4;4;16387;514;514;16;16;0;16;1
R_S4;P_E6;4;5190;514;514;16;16;0;0;0
R_S4;R_J4;4;125;514;34;16;16;0;4096;1
R_S4;R_A1;4;6002;514;258;16;32;0;0;1
R_S4;R_J7;4;125;514;34;16;16;0;4096;1
R_S4;S_I2;4;66;514;258;16;18;0;0;1
R_S4;R_A2;4;10002;514;258;16;26;0;0;1
R_S4;R_B2;4;4098;514;33;16;28;0;0;1
S_L8;P_E6;10;5190;130;514;56;16;0;0;1
S_L8;R_J4;10;125;130;34;56;16;0;4096;1
S_L8;R_A1;10;6002;130;258;56;32;0;0;1
S_L8;R_J7;10;125;130;34;56;16;0;4096;0
S_L8;R_A2;10;10002;130;258;56;26;0;0;0
S_L8;R_B2;10;4098;130;33;56;28;0;0;1
S_J5;P_C4;3;67;258;500;16;16;0;0;1
S_J5;P_E6;3;5190;258;514;16;16;0;0;1
S_J5;R_J4;3;125;258;34;16;16;0;4096;1
S_J5;R_A1;3;6002;258;258;16;32;0;0;1
S_J5;S_J6;3;66;258;258;16;24;0;16;1
S_J5;R_A2;3;10002;258;258;16;26;0;0;1
S_J5;S_K5;3;514;258;258;16;20;0;4224;1
S_O2;S_J1;3;66;3;258;16;31;0;0;0
S_O2;P_C4;3;67;3;500;16;16;0;0;1
S_O2;P_E6;3;5190;3;514;16;16;0;0;1
S_O2;R_J4;3;125;3;34;16;16;0;4096;1
S_O2;R_A1;3;6002;3;258;16;32;0;0;1
S_O2;S_J6;3;66;3;258;16;24;0;16;1
S_O2;S_I1;3;66;3;258;16;16;0;0;0
S_O2;R_J7;3;125;3;34;16;16;0;4096;1
S_O2;S_I2;3;66;3;258;16;18;0;0;1
S_O2;S_L1;3;258;3;130;16;32;0;512;1
S_O2;R_A2;3;10002;3;258;16;26;0;0;1
S_O2;R_B2;3;4098;3;33;16;28;0;0;1
S_O2;P_C1;3;66;3;514;16;19;0;4096;1
S_O2;S_K5;3;514;3;258;16;20;0;4224;0
S_O4;S_J1;3;66;66;258;55;31;776;0;0
S_O4;P_E4;3;16387;66;514;55;16;776;16;0
S_O4;P_C4;3;67;66;500;55;16;776;0;0
S_O4;P_E6;3;5190;66;514;55;16;776;0;0
S_O4;R_J4;3;125;66;34;55;16;776;4096;0
S_O4;R_A1;3;6002;66;258;55;32;776;0;0
S_O4;S_J6;3;66;66;258;55;24;776;16;0
S_O4;S_I1;3;66;66;258;55;16;776;0;0
S_O4;R_J7;3;125;66;34;55;16;776;4096;1
S_O4;S_I2;3;66;66;258;55;18;776;0;0
S_O4;S_L1;3;258;66;130;55;32;776;512;0
S_O4;R_A2;3;10002;66;258;55;26;776;0;0
S_O4;R_B2;3;4098;66;33;55;28;776;0;1
S_O4;P_C1;3;66;66;514;55;19;776;4096;0
S_O4;S_K5;3;514;66;258;55;20;776;4224;0
R_E2;S_J1;3;66;514;258;17;31;0;0;1
R_E2;P_C4;3;67;514;500;17;16;0;0;1
R_E2;P_E6;3;5190;514;514;17;16;0;0;1
R_E2;R_J4;3;125;514;34;17;16;0;4096;1
R_E2;R_A1;3;6002;514;258;17;32;0;0;1
R_E2;S_I1;3;66;514;258;17;16;0;0;1
R_E2;R_J7;3;125;514;34;17;16;0;4096;0
R_E2;S_I2;3;66;514;258;17;18;0;0;1
R_E2;R_A2;3;10002;514;258;17;26;0;0;1
R_E2;R_B2;3;4098;514;33;17;28;0;0;1
R_E2;P_C1;3;66;514;514;17;19;0;4096;1
R_P1;S_J1;4;66;34;258;94;31;0;0;0
R_P1;P_E4;4;16387;34;514;94;16;0;16;0
R_P1;P_C4;4;67;34;500;94;16;0;0;0
R_P1;P_E6;4;5190;34;514;94;16;0;0;0
R_P1;R_J4;4;125;34;34;94;16;0;4096;1
R_P1;R_A1;4;6002;34;258;94;32;0;0;0
R_P1;S_I1;4;66;34;258;94;16;0;0;0
R_P1;R_J7;4;125;34;34;94;16;0;4096;1
R_P1;S_I2;4;66;34;258;94;18;0;0;0
R_P1;R_A2;4;10002;34;258;94;26;0;0;0
R_P1;R_B2;4;4098;34;33;94;28;0;0;0
R_P1;P_C1;4;66;34;514;94;19;0;4096;0
S_O5;S_P15;3;110;66;130;16;30;0;0;1
S_O5;S_E2;3;17;66;21;16;64;0;4352;1
S_O5;S_E4;3;17;66;21;16;64;0;4352;1
S_O5;S_P37;3;34;66;130;16;64;0;0;1
S_O5;S_D5;3;130;66;66;16;62;0;4608;1
S_O5;S_P19;3;110;66;130;16;38;0;0;1
S_O5;S_O3;3;258;66;66;16;32;0;0;1
R_N1;S_P15;3;110;18;130;53;30;1024;0;1
R_N1;S_E2;3;17;18;21;53;64;1024;4352;1
R_N1;S_E4;3;17;18;21;53;64;1024;4352;1
R_N1;S_P38;3;34;18;130;53;54;1024;0;1
R_N1;S_P16;3;110;18;130;53;35;1024;0;1
R_N1;S_P37;3;34;18;130;53;64;1024;0;1
R_N1;S_D3;3;130;18;66;53;62;1024;4608;1
R_N1;S_P22;3;110;18;130;53;64;1024;0;1
R_N1;S_P40;3;34;18;130;53;64;1024;0;1
R_N1;S_O3;3;258;18;66;53;32;1024;0;1
R_N1;S_P9;3;110;18;130;53;64;1024;0;1
S_J4;S_E2;3;17;258;21;18;64;0;4352;0
S_J4;S_P38;3;34;258;130;18;54;0;0;1
S_J4;S_P37;3;34;258;130;18;64;0;0;1
S_J4;S_P40;3;34;258;130;18;64;0;0;1
S_J4;S_P19;3;110;258;130;18;38;0;0;1
R_S3;S_P4;4;34;514;130;26;60;16;0;1
R_S3;S_E2;4;17;514;21;26;64;16;4352;1
R_S3;S_E4;4;17;514;21;26;64;16;4352;1
R_S3;S_P38;4;34;514;130;26;54;16;0;1
R_S3;S_P37;4;34;514;130;26;64;16;0;1
R_S3;S_P40;4;34;514;130;26;64;16;0;1
R_S3;S_O3;4;258;514;66;26;32;16;0;1
R_S3;S_P9;4;110;514;130;26;64;16;0;1
P_K1;S_P15;3;110;258;130;33;30;13312;0;1
P_K1;S_E2;3;17;258;21;33;64;13312;4352;1
P_K1;S_E4;3;17;258;21;33;64;13312;4352;1
P_K1;S_P38;3;34;258;130;33;54;13312;0;1
P_K1;S_P37;3;34;258;130;33;64;13312;0;1
P_K1;S_D3;3;130;258;66;33;62;13312;4608;1
P_K1;S_P22;3;110;258;130;33;64;13312;0;1
P_K1;S_D5;3;130;258;66;33;62;13312;4608;1
P_K1;S_P40;3;34;258;130;33;64;13312;0;1
P_K1;S_P19;3;110;258;130;33;38;13312;0;1
P_K1;S_O3;3;258;258;66;33;32;13312;0;0
S_K4;S_P15;10;110;258;130;16;30;16;0;1
S_K4;S_E2;10;17;258;21;16;64;16;4352;1
S_K4;S_E4;10;17;258;21;16;64;16;4352;1
S_K4;S_P38;10;34;258;130;16;54;16;0;1
S_K4;S_P37;10;34;258;130;16;64;16;0;1
S_K4;S_P22;10;110;258;130;16;64;16;0;0
S_K4;S_D5;10;130;258;66;16;62;16;4608;0
S_K4;S_P40;10;34;258;130;16;64;16;0;1
S_K4;S_P19;10;110;258;130;16;38;16;0;1
S_K4;S_O3;10;258;258;66;16;32;16;0;1
S_K4;S_P9;10;110;258;130;16;64;16;0;1
S_K1;S_P15;10;110;258;130;17;30;2048;0;1
S_K1;S_P4;10;34;258;130;17;60;2048;0;1
S_K1;S_E2;10;17;258;21;17;64;2048;4352;1
S_K1;S_E4;10;17;258;21;17;64;2048;4352;1
S_K1;S_P37;10;34;258;130;17;64;2048;0;1
S_K1;S_P22;10;110;258;130;17;64;2048;0;1
S_K1;S_D5;10;130;258;66;17;62;2048;4608;0
S_K1;S_P40;10;34;258;130;17;64;2048;0;1
S_K1;S_P19;10;110;258;130;17;38;2048;0;1
S_K1;S_O3;10;258;258;66;17;32;2048;0;1
S_K1;S_P9;10;110;258;130;17;64;2048;0;1
R_T1;S_P15;10;110;130;130;16;30;0;0;1
R_T1;S_P4;10;34;130;130;16;60;0;0;1
R_T1;S_E2;10;17;130;21;16;64;0;4352;0
R_T1;S_E4;10;17;130;21;16;64;0;4352;1
R_T1;S_P38;10;34;130;130;16;54;0;0;1
R_T1;S_P16;10;110;130;130;16;35;0;0;1
R_T1;S_P37;10;34;130;130;16;64;0;0;1
R_T1;S_D3;10;130;130;66;16;62;0;4608;1
R_T1;S_P22;10;110;130;130;16;64;0;0;1
R_T1;S_D5;10;130;130;66;16;62;0;4608;1
R_T1;S_P40;10;34;130;130;16;64;0;0;1
R_T1;S_P19;10;110;130;130;16;38;0;0;0
R_S4;S_P4;4;34;514;130;16;60;0;0;1
R_S4;S_P5;4;110;514;130;16;52;0;0;1
R_S4;S_E2;4;17;514;21;16;64;0;4352;1
R_S4;S_E4;4;17;514;21;16;64;0;4352;0
R_S4;S_P38;4;34;514;130;16;54;0;0;1
R_S4;S_P37;4;34;514;130;16;64;0;0;1
R_S4;S_P40;4;34;514;130;16;64;0;0;1
R_S4;S_O3;4;258;514;66;16;32;0;0;0
R_S4;S_P9;4;110;514;130;16;64;0;0;0
S_L8;S_P15;10;110;130;130;56;30;0;0;1
S_L8;S_P4;10;34;130;130;56;60;0;0;1
S_L8;S_E4;10;17;130;21;56;64;0;4352;1
S_L8;S_P38;10;34;130;130;56;54;0;0;1
S_L8;S_P37;10;34;130;130;56;64;0;0;1
S_L8;S_P22;10;110;130;130;56;64;0;0;1
S_L8;S_D5;10;130;130;66;56;62;0;4608;1
S_L8;S_P40;10;34;130;130;56;64;0;0;1
S_J5;S_P15;3;110;258;130;16;30;0;0;1
S_J5;S_E2;3;17;258;21;16;64;0;4352;1
S_J5;S_E4;3;17;258;21;16;64;0;4352;1
S_J5;S_P37;3;34;258;130;16;64;0;0;1
S_J5;S_P22;3;110;258;130;16;64;0;0;0
S_J5;S_D5;3;130;258;66;16;62;0;4608;1
S_J5;S_P19;3;110;258;130;16;38;0;0;1
S_J5;S_O3;3;258;258;66;16;32;0;0;1
S_J5;S_P9;3;110;258;130;16;64;0;0;1
S_O2;S_P15;3;110;3;130;16;30;0;0;1
S_O2;S_P5;3;110;3;130;16;52;0;0;0
S_O2;S_E2;3;17;3;21;16;64;0;4352;1
S_O2;S_E4;3;17;3;21;16;64;0;4352;1
S_O2;S_P38;3;34;3;130;16;54;0;0;1
S_O2;S_P16;3;110;3;130;16;35;0;0;1
S_O2;S_P37;3;34;3;130;16;64;0;0;1
S_O2;S_D5;3;130;3;66;16;62;0;4608;1
S_O2;S_P40;3;34;3;130;16;64;0;0;1
S_O2;S_P19;3;110;3;130;16;38;0;0;1
