k1_name;k2_name;k1_blocks_per_grid;k2_blocks_per_grid;k1_threads_per_block;k2_threads_per_block;k1_registers;k2_registers;k1_shared_mem_B;k2_shared_mem_B;classification
P_E2;P_H1;2596;75;258;25;30;35;4160;512;0
R_X1;S_O1;257;258;33;66;21;63;6144;512;0
R_X1;P_E8;257;2596;33;258;21;37;6144;4484;1
R_X1;R_X2;257;257;33;33;21;19;6144;5120;1
R_X1;R_D2;257;22;33;194;21;50;6144;8728;0
R_X1;P_D1;257;271;33;122;21;40;6144;0;0
R_X1;R_X1;257;257;33;33;21;21;6144;6144;0
R_X1;P_J1;257;35;33;37;21;28;6144;0;0
R_X1;R_H1;257;173;33;33;21;37;6144;3072;0
R_X1;R_I1;257;1026;33;258;21;45;6144;16;0
R_X1;P_H1;257;75;33;25;21;35;6144;512;0
R_X1;P_G3;257;188;33;37;21;24;6144;0;0
P_I1;P_E8;767;2596;194;258;30;37;0;4484;1
P_I1;P_D1;767;271;194;122;30;40;0;0;0
P_I1;P_I1;767;767;194;194;30;30;0;0;1
P_J1;S_O1;35;258;37;66;28;63;0;512;0
P_J1;P_E8;35;2596;37;258;28;37;0;4484;1
P_J1;R_X2;35;257;37;33;28;19;0;5120;1
P_J1;R_D2;35;22;37;194;28;50;0;8728;1
P_J1;P_D1;35;271;37;122;28;40;0;0;0
P_J1;R_X1;35;257;37;33;28;21;0;6144;0
P_J1;P_J1;35;35;37;37;28;28;0;0;1
P_J1;R_H1;35;173;37;33;28;37;0;3072;0
P_J1;R_I1;35;1026;37;258;28;45;0;16;0
P_J1;P_H1;35;75;37;25;28;35;0;512;1
P_J1;P_F1;35;130;37;258;28;23;0;0;1
R_H1;S_O1;173;258;33;66;37;63;3072;512;1
R_H1;P_E8;173;2596;33;258;37;37;3072;4484;1
R_H1;R_X2;173;257;33;33;37;19;3072;5120;0
R_H1;R_D2;173;22;33;194;37;50;3072;8728;0
R_H1;P_D1;173;271;33;122;37;40;3072;0;1
R_H1;R_X1;173;257;33;33;37;21;3072;6144;0
R_H1;P_I1;173;767;33;194;37;30;3072;0;0
R_H1;P_J1;173;35;33;37;37;28;3072;0;0
R_H1;R_H1;173;173;33;33;37;37;3072;3072;0
R_H1;R_I1;173;1026;33;258;37;45;3072;16;0
R_H1;P_H1;173;75;33;25;37;35;3072;512;0
R_H1;P_F1;173;130;33;258;37;23;3072;0;0
R_H1;P_G3;173;188;33;37;37;24;3072;0;0
R_I1;S_O1;1026;258;258;66;45;63;16;512;0
R_I1;P_E8;1026;2596;258;258;45;37;16;4484;1
R_I1;R_X2;1026;257;258;33;45;19;16;5120;1
R_I1;R_D2;1026;22;258;194;45;50;16;8728;1
R_I1;P_D1;1026;271;258;122;45;40;16;0;1
R_I1;P_E2;1026;2596;258;258;45;30;16;4160;1
R_I1;P_J1;1026;35;258;37;45;28;16;0;0
R_I1;R_H1;1026;173;258;33;45;37;16;3072;0
R_I1;R_I1;1026;1026;258;258;45;45;16;16;0
R_I1;P_H1;1026;75;258;25;45;35;16;512;0
R_I1;P_F1;1026;130;258;258;45;23;16;0;0
R_I1;P_G3;1026;188;258;37;45;24;16;0;1
P_H1;S_O1;75;258;25;66;35;63;512;512;1
P_H1;P_E8;75;2596;25;258;35;37;512;4484;0
P_H1;R_X2;75;257;25;33;35;19;512;5120;0
P_H1;R_D2;75;22;25;194;35;50;512;8728;0
P_H1;P_D1;75;271;25;122;35;40;512;0;0
P_H1;R_X1;75;257;25;33;35;21;512;6144;0
P_H1;P_I1;75;767;25;194;35;30;512;0;0
P_H1;P_J1;75;35;25;37;35;28;512;0;1
P_H1;R_H1;75;173;25;33;35;37;512;3072;0
P_H1;R_I1;75;1026;25;258;35;45;512;16;0
P_H1;P_H1;75;75;25;25;35;35;512;512;0
P_H1;P_F1;75;130;25;258;35;23;512;0;0
P_H1;P_G3;75;188;25;37;35;24;512;0;1
S_M1;P_E8;67;2596;258;258;32;37;0;4484;0
P_F1;S_O1;130;258;258;66;23;63;0;512;1
P_F1;P_E8;130;2596;258;258;23;37;0;4484;0
P_F1;P_D1;130;271;258;122;23;40;0;0;0
P_F1;P_E2;130;2596;258;258;23;30;0;4160;0
P_F1;P_J1;130;35;258;37;23;28;0;0;1
P_F1;R_H1;130;173;258;33;23;37;0;3072;0
P_F1;R_I1;130;1026;258;258;23;45;0;16;0
P_F1;P_H1;130;75;258;25;23;35;0;512;0
P_F1;P_F1;130;130;258;258;23;23;0;0;0
P_G3;S_O1;188;258;37;66;24;63;0;512;0
P_G3;P_E8;188;2596;37;258;24;37;0;4484;1
P_G3;R_X2;188;257;37;33;24;19;0;5120;0
P_G3;P_D1;188;271;37;122;24;40;0;0;0
P_G3;R_X1;188;257;37;33;24;21;0;6144;0
P_G3;P_J1;188;35;37;37;24;28;0;0;1
P_G3;R_H1;188;173;37;33;24;37;0;3072;0
P_G3;R_I1;188;1026;37;258;24;45;0;16;1
P_G3;P_H1;188;75;37;25;24;35;0;512;1
S_O1;P_C4;258;67;66;500;63;17;512;0;0
S_O1;P_E6;258;5190;66;514;63;9;512;0;0
S_O1;R_J4;258;125;66;34;63;13;512;4096;1
S_O1;S_I1;258;66;66;258;63;12;512;0;1
S_O1;R_J7;258;125;66;34;63;15;512;4096;1
S_O1;R_B2;258;4098;66;33;63;20;512;0;1
S_O1;P_C1;258;66;66;514;63;16;512;4096;0
S_O1;S_K5;258;514;66;258;63;16;512;4224;1
P_E8;S_J1;2596;66;258;258;37;16;4484;0;0
P_E8;P_C4;2596;67;258;500;37;17;4484;0;1
P_E8;P_E6;2596;5190;258;514;37;9;4484;0;1
P_E8;R_J4;2596;125;258;34;37;13;4484;4096;0
P_E8;R_A1;2596;6002;258;258;37;28;4484;0;0
P_E8;S_J6;2596;66;258;258;37;12;4484;16;1
P_E8;S_I1;2596;66;258;258;37;12;4484;0;0
P_E8;R_J7;2596;125;258;34;37;15;4484;4096;0
P_E8;S_I2;2596;66;258;258;37;14;4484;0;0
P_E8;S_L1;2596;258;258;130;37;28;4484;512;0
P_E8;R_A2;2596;10002;258;258;37;27;4484;0;0
P_E8;R_B2;2596;4098;258;33;37;20;4484;0;1
P_E8;P_C1;2596;66;258;514;37;16;4484;4096;0
P_E8;S_K5;2596;514;258;258;37;16;4484;4224;0
R_X2;P_C4;257;67;33;500;19;17;5120;0;0
R_X2;P_E6;257;5190;33;514;19;9;5120;0;1
R_X2;R_J4;257;125;33;34;19;13;5120;4096;1
R_X2;S_J6;257;66;33;258;19;12;5120;16;0
R_X2;R_J7;257;125;33;34;19;15;5120;4096;0
R_X2;R_B2;257;4098;33;33;19;20;5120;0;0
R_D2;P_E6;22;5190;194;514;50;9;8728;0;1
R_D2;R_J4;22;125;194;34;50;13;8728;4096;1
R_D2;R_J7;22;125;194;34;50;15;8728;4096;0
R_D2;R_B2;22;4098;194;33;50;20;8728;0;0
P_D1;S_J1;271;66;122;258;40;16;0;0;1
P_D1;P_C4;271;67;122;500;40;17;0;0;0
P_D1;P_E6;271;5190;122;514;40;9;0;0;1
P_D1;R_J4;271;125;122;34;40;13;0;4096;0
P_D1;R_A1;271;6002;122;258;40;28;0;0;1
P_D1;S_I1;271;66;122;258;40;12;0;0;1
P_D1;R_J7;271;125;122;34;40;15;0;4096;0
P_D1;S_I2;271;66;122;258;40;14;0;0;1
P_D1;S_L1;271;258;122;130;40;28;0;512;1
P_D1;R_A2;271;10002;122;258;40;27;0;0;1
P_D1;R_B2;271;4098;122;33;40;20;0;0;0
P_D1;P_C1;271;66;122;514;40;16;0;4096;1
P_D1;S_K5;271;514;122;258;40;16;0;4224;0
P_E2;P_E6;2596;5190;258;514;30;9;4160;0;1
P_E2;R_A1;2596;6002;258;258;30;28;4160;0;0
P_E2;S_J6;2596;66;258;258;30;12;4160;16;0
P_E2;R_J7;2596;125;258;34;30;15;4160;4096;0
P_E2;R_B2;2596;4098;258;33;30;20;4160;0;1
R_X1;S_J1;257;66;33;258;21;16;6144;0;0
R_X1;P_C4;257;67;33;500;21;17;6144;0;0
R_X1;P_E6;257;5190;33;514;21;9;6144;0;1
R_X1;R_J4;257;125;33;34;21;13;6144;4096;0
R_X1;S_J6;257;66;33;258;21;12;6144;16;0
R_X1;S_I1;257;66;33;258;21;12;6144;0;0
R_X1;R_J7;257;125;33;34;21;15;6144;4096;0
R_X1;S_L1;257;258;33;130;21;28;6144;512;0
R_X1;R_B2;257;4098;33;33;21;20;6144;0;0
R_X1;P_C1;257;66;33;514;21;16;6144;4096;0
R_X1;S_K5;257;514;33;258;21;16;6144;4224;0
P_I1;P_E6;767;5190;194;514;30;9;0;0;0
P_I1;R_J4;767;125;194;34;30;13;0;4096;0
P_I1;R_A1;767;6002;194;258;30;28;0;0;0
P_I1;R_A2;767;10002;194;258;30;27;0;0;0
P_J1;S_J1;35;66;37;258;28;16;0;0;0
P_J1;P_E6;35;5190;37;514;28;9;0;0;0
P_J1;R_J4;35;125;37;34;28;13;0;4096;1
P_J1;R_A1;35;6002;37;258;28;28;0;0;0
P_J1;S_J6;35;66;37;258;28;12;0;16;0
P_J1;S_I1;35;66;37;258;28;12;0;0;0
P_J1;R_J7;35;125;37;34;28;15;0;4096;0
P_J1;R_B2;35;4098;37;33;28;20;0;0;0
P_J1;S_K5;35;514;37;258;28;16;0;4224;0
R_H1;S_J1;173;66;33;258;37;16;3072;0;0
R_H1;P_C4;173;67;33;500;37;17;3072;0;1
R_H1;P_E6;173;5190;33;514;37;9;3072;0;1
R_H1;R_J4;173;125;33;34;37;13;3072;4096;0
R_H1;R_A1;173;6002;33;258;37;28;3072;0;0
R_H1;S_J6;173;66;33;258;37;12;3072;16;0
R_H1;R_J7;173;125;33;34;37;15;3072;4096;0
R_H1;S_I2;173;66;33;258;37;14;3072;0;0
R_H1;S_L1;173;258;33;130;37;28;3072;512;0
R_H1;R_A2;173;10002;33;258;37;27;3072;0;0
R_H1;R_B2;173;4098;33;33;37;20;3072;0;0
R_H1;P_C1;173;66;33;514;37;16;3072;4096;0
R_H1;S_K5;173;514;33;258;37;16;3072;4224;0
R_I1;S_J1;1026;66;258;258;45;16;16;0;0
R_I1;P_E6;1026;5190;258;514;45;9;16;0;1
R_I1;R_J4;1026;125;258;34;45;13;16;4096;1
R_I1;S_J6;1026;66;258;258;45;12;16;16;0
R_I1;R_J7;1026;125;258;34;45;15;16;4096;0
R_I1;R_B2;1026;4098;258;33;45;20;16;0;1
R_I1;S_K5;1026;514;258;258;45;16;16;4224;0
P_H1;S_J1;75;66;25;258;35;16;512;0;0
P_H1;P_C4;75;67;25;500;35;17;512;0;0
P_H1;P_E6;75;5190;25;514;35;9;512;0;0
P_H1;R_J4;75;125;25;34;35;13;512;4096;1
P_H1;R_A1;75;6002;25;258;35;28;512;0;0
P_H1;S_J6;75;66;25;258;35;12;512;16;0
P_H1;S_I1;75;66;25;258;35;12;512;0;0
P_H1;R_J7;75;125;25;34;35;15;512;4096;1
P_H1;S_I2;75;66;25;258;35;14;512;0;0
P_H1;S_L1;75;258;25;130;35;28;512;512;0
P_H1;R_A2;75;10002;25;258;35;27;512;0;0
P_H1;R_B2;75;4098;25;33;35;20;512;0;0
P_H1;P_C1;75;66;25;514;35;16;512;4096;0
P_H1;S_K5;75;514;25;258;35;16;512;4224;0
S_M1;P_E6;67;5190;258;514;32;9;0;0;1
P_F1;P_E6;130;5190;258;514;23;9;0;0;0
P_F1;R_J4;130;125;258;34;23;13;0;4096;1
P_F1;R_J7;130;125;258;34;23;15;0;4096;1
P_F1;R_B2;130;4098;258;33;23;20;0;0;0
P_G3;P_E6;188;5190;37;514;24;9;0;0;0
P_G3;R_J4;188;125;37;34;24;13;0;4096;0
P_G3;R_J7;188;125;37;34;24;15;0;4096;0
P_G3;R_B2;188;4098;37;33;24;20;0;0;0
S_O1;S_P15;258;110;66;130;63;24;512;0;0
S_O1;S_P4;258;34;66;130;63;40;512;0;1
S_O1;S_P38;258;34;66;130;63;48;512;0;1
S_O1;S_P37;258;34;66;130;63;40;512;0;1
S_O1;S_D3;258;130;66;66;63;56;512;4608;1
S_O1;S_P40;258;34;66;130;63;56;512;0;1
S_O1;S_P19;258;110;66;130;63;41;512;0;0
S_O1;S_O3;258;258;66;66;63;25;512;0;0
S_O1;S_P9;258;110;66;130;63;36;512;0;0
P_E8;S_P15;2596;110;258;130;37;24;4484;0;1
P_E8;S_P5;2596;110;258;130;37;40;4484;0;1
P_E8;S_E2;2596;17;258;21;37;48;4484;4352;0
P_E8;S_E4;2596;17;258;21;37;48;4484;4352;1
P_E8;S_P38;2596;34;258;130;37;48;4484;0;1
P_E8;S_P16;2596;110;258;130;37;36;4484;0;0
P_E8;S_P37;2596;34;258;130;37;40;4484;0;1
P_E8;S_D3;2596;130;258;66;37;56;4484;4608;1
P_E8;S_P22;2596;110;258;130;37;56;4484;0;1
P_E8;S_D5;2596;130;258;66;37;56;4484;4608;1
P_E8;S_P40;2596;34;258;130;37;56;4484;0;1
P_E8;S_P19;2596;110;258;130;37;41;4484;0;1
P_E8;S_O3;2596;258;258;66;37;25;4484;0;1
P_E8;S_P9;2596;110;258;130;37;36;4484;0;1
R_X2;S_P15;257;110;33;130;19;24;5120;0;0
R_X2;S_P4;257;34;33;130;19;40;5120;0;1
R_X2;S_P38;257;34;33;130;19;48;5120;0;1
R_X2;S_P16;257;110;33;130;19;36;5120;0;0
R_X2;S_P37;257;34;33;130;19;40;5120;0;1
R_X2;S_P22;257;110;33;130;19;56;5120;0;0
R_X2;S_D5;257;130;33;66;19;56;5120;4608;0
R_X2;S_P40;257;34;33;130;19;56;5120;0;1
R_X2;S_P19;257;110;33;130;19;41;5120;0;0
R_X2;S_P9;257;110;33;130;19;36;5120;0;0
R_D2;S_P15;22;110;194;130;50;24;8728;0;1
R_D2;S_P4;22;34;194;130;50;40;8728;0;1
R_D2;S_P38;22;34;194;130;50;48;8728;0;1
R_D2;S_P37;22;34;194;130;50;40;8728;0;1
R_D2;S_P40;22;34;194;130;50;56;8728;0;1
P_D1;S_P4;271;34;122;130;40;40;0;0;1
P_D1;S_P38;271;34;122;130;40;48;0;0;0
P_D1;S_P37;271;34;122;130;40;40;0;0;0
P_D1;S_P22;271;110;122;130;40;56;0;0;0
P_D1;S_P40;271;34;122;130;40;56;0;0;0
P_D1;S_O3;271;258;122;66;40;25;0;0;0
P_E2;S_P38;2596;34;258;130;30;48;4160;0;0
R_X1;S_P15;257;110;33;130;21;24;6144;0;0
R_X1;S_P4;257;34;33;130;21;40;6144;0;0
R_X1;S_P5;257;110;33;130;21;40;6144;0;0
R_X1;S_P38;257;34;33;130;21;48;6144;0;0
R_X1;S_P16;257;110;33;130;21;36;6144;0;0
R_X1;S_P37;257;34;33;130;21;40;6144;0;0
R_X1;S_D3;257;130;33;66;21;56;6144;4608;0
R_X1;S_P22;257;110;33;130;21;56;6144;0;0
R_X1;S_P40;257;34;33;130;21;56;6144;0;0
R_X1;S_P19;257;110;33;130;21;41;6144;0;0
R_X1;S_O3;257;258;33;66;21;25;6144;0;0
P_J1;S_P4;35;34;37;130;28;40;0;0;1
P_J1;S_P38;35;34;37;130;28;48;0;0;1
P_J1;S_P37;35;34;37;130;28;40;0;0;1
P_J1;S_P40;35;34;37;130;28;56;0;0;1
R_H1;S_P38;173;34;33;130;37;48;3072;0;1
R_H1;S_P16;173;110;33;130;37;36;3072;0;0
R_H1;S_P37;173;34;33;130;37;40;3072;0;1
R_H1;S_D3;173;130;33;66;37;56;3072;4608;0
R_H1;S_D5;173;130;33;66;37;56;3072;4608;0
R_H1;S_P40;173;34;33;130;37;56;3072;0;1
R_H1;S_P19;173;110;33;130;37;41;3072;0;0
R_H1;S_O3;173;258;33;66;37;25;3072;0;0
R_H1;S_P9;173;110;33;130;37;36;3072;0;0
R_I1;S_P15;1026;110;258;130;45;24;16;0;1
R_I1;S_P4;1026;34;258;130;45;40;16;0;1
R_I1;S_P5;1026;110;258;130;45;40;16;0;0
R_I1;S_P38;1026;34;258;130;45;48;16;0;1
R_I1;S_P16;1026;110;258;130;45;36;16;0;1
R_I1;S_P37;1026;34;258;130;45;40;16;0;1
R_I1;S_D3;1026;130;258;66;45;56;16;4608;0
R_I1;S_P22;1026;110;258;130;45;56;16;0;1
R_I1;S_D5;1026;130;258;66;45;56;16;4608;0
R_I1;S_P40;1026;34;258;130;45;56;16;0;1
R_I1;S_P9;1026;110;258;130;45;36;16;0;1
P_H1;S_P15;75;110;25;130;35;24;512;0;0
P_H1;S_P4;75;34;25;130;35;40;512;0;1
P_H1;S_P5;75;110;25;130;35;40;512;0;0
P_H1;S_E2;75;17;25;21;35;48;512;4352;0
P_H1;S_E4;75;17;25;21;35;48;512;4352;0
P_H1;S_P38;75;34;25;130;35;48;512;0;1
P_H1;S_P37;75;34;25;130;35;40;512;0;1
P_H1;S_D3;75;130;25;66;35;56;512;4608;0
P_H1;S_P22;75;110;25;130;35;56;512;0;0
P_H1;S_D5;75;130;25;66;35;56;512;4608;0
P_H1;S_P40;75;34;25;130;35;56;512;0;1
P_H1;S_P19;75;110;25;130;35;41;512;0;0
P_H1;S_O3;75;258;25;66;35;25;512;0;1
P_H1;S_P9;75;110;25;130;35;36;512;0;0
P_F1;S_P4;130;34;258;130;23;40;0;0;1
P_F1;S_P38;130;34;258;130;23;48;0;0;1
P_F1;S_P37;130;34;258;130;23;40;0;0;1
P_F1;S_P40;130;34;258;130;23;56;0;0;1
P_G3;S_P4;188;34;37;130;24;40;0;0;1
P_G3;S_P38;188;34;37;130;24;48;0;0;1
P_G3;S_P37;188;34;37;130;24;40;0;0;1
P_G3;S_P40;188;34;37;130;24;56;0;0;1
S_J1;P_K1;66;3;258;258;16;28;0;13312;0
S_J1;R_T1;66;10;258;130;16;10;0;0;1
S_J1;S_L8;66;10;258;130;16;20;0;0;1
S_J1;S_O2;66;3;258;3;16;10;0;0;1
P_C4;R_S4;67;4;500;514;17;10;0;0;0
P_C4;S_O4;67;3;500;66;17;48;0;776;0
P_C4;R_P1;67;4;500;34;17;78;0;0;0
P_E6;P_K1;5190;3;514;258;9;28;0;13312;1
P_E6;S_K1;5190;10;514;258;9;14;0;2048;1
P_E6;S_O4;5190;3;514;66;9;48;0;776;1
P_E6;R_E2;5190;3;514;514;9;14;0;0;1
P_E6;R_P1;5190;4;514;34;9;78;0;0;0
R_J4;S_O5;125;3;34;66;13;12;4096;0;1
R_J4;R_N1;125;3;34;18;13;32;4096;1024;1
R_J4;R_S3;125;4;34;514;13;23;4096;16;0
R_J4;P_K1;125;3;34;258;13;28;4096;13312;1
R_J4;S_K4;125;10;34;258;13;8;4096;16;0
R_J4;S_K1;125;10;34;258;13;14;4096;2048;1
R_J4;R_T1;125;10;34;130;13;10;4096;0;0
R_J4;R_S4;125;4;34;514;13;10;4096;0;0
R_J4;S_L8;125;10;34;130;13;20;4096;0;1
R_J4;S_J5;125;3;34;258;13;8;4096;0;1
R_J4;S_O2;125;3;34;3;13;10;4096;0;1
R_J4;S_O4;125;3;34;66;13;48;4096;776;1
R_J4;R_E2;125;3;34;514;13;14;4096;0;1
R_J4;R_P1;125;4;34;34;13;78;4096;0;0
R_A1;R_N1;6002;3;258;18;28;32;0;1024;1
R_A1;R_S3;6002;4;258;514;28;23;0;16;0
R_A1;P_K1;6002;3;258;258;28;28;0;13312;0
R_A1;S_K1;6002;10;258;258;28;14;0;2048;0
S_J6;R_S3;66;4;258;514;12;23;16;16;1
S_J6;R_S4;66;4;258;514;12;10;16;0;0
S_J6;S_O4;66;3;258;66;12;48;16;776;1
S_I1;R_S3;66;4;258;514;12;23;0;16;1
S_I1;R_T1;66;10;258;130;12;10;0;0;0
S_I1;S_O4;66;3;258;66;12;48;0;776;1
R_J7;S_O5;125;3;34;66;15;12;4096;0;1
R_J7;R_S3;125;4;34;514;15;23;4096;16;1
R_J7;P_K1;125;3;34;258;15;28;4096;13312;0
R_J7;R_T1;125;10;34;130;15;10;4096;0;1
R_J7;R_S4;125;4;34;514;15;10;4096;0;0
R_J7;S_J5;125;3;34;258;15;8;4096;0;0
R_J7;S_O2;125;3;34;3;15;10;4096;0;1
R_J7;S_O4;125;3;34;66;15;48;4096;776;1
R_J7;R_P1;125;4;34;34;15;78;4096;0;1
R_A2;R_N1;10002;3;258;18;27;32;0;1024;1
R_A2;R_T1;10002;10;258;130;27;10;0;0;0
R_B2;R_N1;4098;3;33;18;20;32;0;1024;1
R_B2;R_S3;4098;4;33;514;20;23;0;16;0
R_B2;S_K4;4098;10;33;258;20;8;0;16;1
R_B2;R_S4;4098;4;33;514;20;10;0;0;0
R_B2;S_J5;4098;3;33;258;20;8;0;0;1
R_B2;S_O2;4098;3;33;3;20;10;0;0;1
R_B2;S_O4;4098;3;33;66;20;48;0;776;1
R_B2;R_E2;4098;3;33;514;20;14;0;0;0
R_B2;R_P1;4098;4;33;34;20;78;0;0;0
P_C1;R_N1;66;3;514;18;16;32;4096;1024;1
P_C1;S_O4;66;3;514;66;16;48;4096;776;0
S_K5;R_S3;514;4;258;514;16;23;4224;16;0
S_K5;R_T1;514;10;258;130;16;10;4224;0;0
S_K5;R_S4;514;4;258;514;16;10;4224;0;0
S_K5;S_O4;514;3;258;66;16;48;4224;776;1
S_J1;S_O1;66;258;258;66;16;63;0;512;1
S_J1;P_E8;66;2596;258;258;16;37;0;4484;0
S_J1;P_D1;66;271;258;122;16;40;0;0;1
S_J1;R_X1;66;257;258;33;16;21;0;6144;0
S_J1;P_J1;66;35;258;37;16;28;0;0;0
S_J1;R_H1;66;173;258;33;16;37;0;3072;0
S_J1;R_I1;66;1026;258;258;16;45;0;16;0
S_J1;P_H1;66;75;258;25;16;35;0;512;0
P_C4;S_O1;67;258;500;66;17;63;0;512;0
P_C4;P_E8;67;2596;500;258;17;37;0;4484;1
P_C4;R_X2;67;257;500;33;17;19;0;5120;1
P_C4;P_D1;67;271;500;122;17;40;0;0;0
P_C4;R_X1;67;257;500;33;17;21;0;6144;0
P_C4;R_H1;67;173;500;33;17;37;0;3072;0
P_C4;P_H1;67;75;500;25;17;35;0;512;0
P_E6;S_O1;5190;258;514;66;9;63;0;512;0
P_E6;P_E8;5190;2596;514;258;9;37;0;4484;1
P_E6;R_X2;5190;257;514;33;9;19;0;5120;1
P_E6;R_D2;5190;22;514;194;9;50;0;8728;1
P_E6;P_D1;5190;271;514;122;9;40;0;0;1
P_E6;P_E2;5190;2596;514;258;9;30;0;4160;1
P_E6;R_X1;5190;257;514;33;9;21;0;6144;1
P_E6;P_I1;5190;767;514;194;9;30;0;0;0
P_E6;P_J1;5190;35;514;37;9;28;0;0;0
P_E6;R_H1;5190;173;514;33;9;37;0;3072;1
P_E6;R_I1;5190;1026;514;258;9;45;0;16;1
P_E6;P_H1;5190;75;514;25;9;35;0;512;0
P_E6;S_M1;5190;67;514;258;9;32;0;0;1
P_E6;P_F1;5190;130;514;258;9;23;0;0;0
P_E6;P_G3;5190;188;514;37;9;24;0;0;0
R_J4;S_O1;125;258;34;66;13;63;4096;512;1
R_J4;P_E8;125;2596;34;258;13;37;4096;4484;1
R_J4;R_X2;125;257;34;33;13;19;4096;5120;0
R_J4;R_D2;125;22;34;194;13;50;4096;8728;1
R_J4;P_D1;125;271;34;122;13;40;4096;0;0
R_J4;P_E2;125;2596;34;258;13;30;4096;4160;0
R_J4;R_X1;125;257;34;33;13;21;4096;6144;0
R_J4;P_I1;125;767;34;194;13;30;4096;0;0
R_J4;P_J1;125;35;34;37;13;28;4096;0;1
R_J4;R_H1;125;173;34;33;13;37;4096;3072;0
R_J4;R_I1;125;1026;34;258;13;45;4096;16;1
R_J4;P_H1;125;75;34;25;13;35;4096;512;1
R_J4;P_F1;125;130;34;258;13;23;4096;0;1
R_J4;P_G3;125;188;34;37;13;24;4096;0;0
R_A1;P_E8;6002;2596;258;258;28;37;0;4484;0
R_A1;P_D1;6002;271;258;122;28;40;0;0;1
R_A1;P_E2;6002;2596;258;258;28;30;0;4160;0
R_A1;P_I1;6002;767;258;194;28;30;0;0;0
R_A1;R_H1;6002;173;258;33;28;37;0;3072;0
R_A1;P_H1;6002;75;258;25;28;35;0;512;0
R_A1;S_M1;6002;67;258;258;28;32;0;0;0
S_J6;S_O1;66;258;258;66;12;63;16;512;1
S_J6;P_E8;66;2596;258;258;12;37;16;4484;1
S_J6;R_X2;66;257;258;33;12;19;16;5120;0
S_J6;R_D2;66;22;258;194;12;50;16;8728;1
S_J6;P_D1;66;271;258;122;12;40;16;0;1
S_J6;P_E2;66;2596;258;258;12;30;16;4160;1
S_J6;R_X1;66;257;258;33;12;21;16;6144;0
S_J6;P_J1;66;35;258;37;12;28;16;0;0
S_J6;R_H1;66;173;258;33;12;37;16;3072;0
S_J6;R_I1;66;1026;258;258;12;45;16;16;0
S_J6;P_H1;66;75;258;25;12;35;16;512;0
S_I1;S_O1;66;258;258;66;12;63;0;512;1
S_I1;P_E8;66;2596;258;258;12;37;0;4484;1
S_I1;P_D1;66;271;258;122;12;40;0;0;1
S_I1;R_X1;66;257;258;33;12;21;0;6144;0
S_I1;P_J1;66;35;258;37;12;28;0;0;0
S_I1;R_H1;66;173;258;33;12;37;0;3072;0
S_I1;R_I1;66;1026;258;258;12;45;0;16;0
S_I1;P_H1;66;75;258;25;12;35;0;512;0
R_J7;S_O1;125;258;34;66;15;63;4096;512;1
R_J7;P_E8;125;2596;34;258;15;37;4096;4484;0
R_J7;R_X2;125;257;34;33;15;19;4096;5120;0
R_J7;R_D2;125;22;34;194;15;50;4096;8728;0
R_J7;P_D1;125;271;34;122;15;40;4096;0;0
R_J7;P_E2;125;2596;34;258;15;30;4096;4160;0
R_J7;R_X1;125;257;34;33;15;21;4096;6144;0
R_J7;P_I1;125;767;34;194;15;30;4096;0;0
R_J7;P_J1;125;35;34;37;15;28;4096;0;0
R_J7;R_H1;125;173;34;33;15;37;4096;3072;0
R_J7;R_I1;125;1026;34;258;15;45;4096;16;0
R_J7;P_H1;125;75;34;25;15;35;4096;512;1
R_J7;P_F1;125;130;34;258;15;23;4096;0;0
R_J7;P_G3;125;188;34;37;15;24;4096;0;0
S_I2;P_E8;66;2596;258;258;14;37;0;4484;1
S_I2;P_D1;66;271;258;122;14;40;0;0;1
S_I2;R_X1;66;257;258;33;14;21;0;6144;0
S_I2;R_H1;66;173;258;33;14;37;0;3072;0
S_I2;P_H1;66;75;258;25;14;35;0;512;0
S_L1;P_E8;258;2596;130;258;28;37;512;4484;0
S_L1;P_D1;258;271;130;122;28;40;512;0;1
S_L1;R_X1;258;257;130;33;28;21;512;6144;0
S_L1;R_H1;258;173;130;33;28;37;512;3072;0
S_L1;P_H1;258;75;130;25;28;35;512;512;0
R_A2;P_E8;10002;2596;258;258;27;37;0;4484;0
R_A2;P_D1;10002;271;258;122;27;40;0;0;1
R_A2;P_E2;10002;2596;258;258;27;30;0;4160;1
R_A2;P_I1;10002;767;258;194;27;30;0;0;0
R_A2;R_H1;10002;173;258;33;27;37;0;3072;0
R_A2;P_H1;10002;75;258;25;27;35;0;512;0
R_B2;S_O1;4098;258;33;66;20;63;0;512;1
R_B2;P_E8;4098;2596;33;258;20;37;0;4484;1
R_B2;R_X2;4098;257;33;33;20;19;0;5120;0
R_B2;R_D2;4098;22;33;194;20;50;0;8728;0
R_B2;P_D1;4098;271;33;122;20;40;0;0;0
R_B2;P_E2;4098;2596;33;258;20;30;0;4160;1
R_B2;R_X1;4098;257;33;33;20;21;0;6144;0
R_B2;P_J1;4098;35;33;37;20;28;0;0;0
R_B2;R_H1;4098;173;33;33;20;37;0;3072;0
R_B2;R_I1;4098;1026;33;258;20;45;0;16;1
R_B2;P_H1;4098;75;33;25;20;35;0;512;0
R_B2;P_F1;4098;130;33;258;20;23;0;0;0
R_B2;P_G3;4098;188;33;37;20;24;0;0;0
