k1_name;k2_name;k1_blocks_per_grid;k2_blocks_per_grid;k1_threads_per_block;k2_threads_per_block;k1_registers;k2_registers;k1_shared_mem_B;k2_shared_mem_B;classification
R_S4;R_S4;4;4;514;514;10;10;0;0;1
R_S4;S_L8;4;10;514;130;10;20;0;0;0
R_S4;S_O2;4;3;514;3;10;10;0;0;0
R_S4;S_O4;4;3;514;66;10;48;0;776;1
R_S4;R_E2;4;3;514;514;10;14;0;0;0
R_S4;R_P1;4;4;514;34;10;78;0;0;1
S_L8;R_S3;10;4;130;514;20;23;0;16;1
S_L8;R_T1;10;10;130;130;20;10;0;0;0
S_L8;R_S4;10;4;130;514;20;10;0;0;0
S_L8;S_O4;10;3;130;66;20;48;0;776;1
S_L8;R_P1;10;4;130;34;20;78;0;0;1
S_J5;R_S3;3;4;258;514;8;23;0;16;0
S_J5;R_T1;3;10;258;130;8;10;0;0;0
S_J5;R_S4;3;4;258;514;8;10;0;0;0
S_J5;S_O4;3;3;258;66;8;48;0;776;1
S_O2;R_S3;3;4;3;514;10;23;0;16;1
S_O2;R_T1;3;10;3;130;10;10;0;0;0
S_O2;S_O2;3;3;3;3;10;10;0;0;1
S_O2;S_O4;3;3;3;66;10;48;0;776;1
S_O4;R_S3;3;4;66;514;48;23;776;16;1
S_O4;P_K1;3;3;66;258;48;28;776;13312;1
S_O4;S_K4;3;10;66;258;48;8;776;16;1
S_O4;S_K1;3;10;66;258;48;14;776;2048;1
S_O4;R_T1;3;10;66;130;48;10;776;0;1
S_O4;R_S4;3;4;66;514;48;10;776;0;1
S_O4;S_L8;3;10;66;130;48;20;776;0;1
S_O4;S_J5;3;3;66;258;48;8;776;0;1
S_O4;S_O2;3;3;66;3;48;10;776;0;1
S_O4;S_O4;3;3;66;66;48;48;776;776;1
S_O4;R_E2;3;3;66;514;48;14;776;0;1
S_O4;R_P1;3;4;66;34;48;78;776;0;1
R_E2;R_S3;3;4;514;514;14;23;0;16;0
R_E2;R_T1;3;10;514;130;14;10;0;0;0
R_E2;R_S4;3;4;514;514;14;10;0;0;0
R_E2;S_O4;3;3;514;66;14;48;0;776;1
R_P1;R_S3;4;4;34;514;78;23;0;16;1
R_P1;P_K1;4;3;34;258;78;28;0;13312;1
R_P1;R_T1;4;10;34;130;78;10;0;0;1
R_P1;R_S4;4;4;34;514;78;10;0;0;1
R_P1;S_O4;4;3;34;66;78;48;0;776;1
S_O5;P_E8;3;2596;66;258;12;37;0;4484;1
S_O5;R_X2;3;257;66;33;12;19;0;5120;1
S_O5;P_D1;3;271;66;122;12;40;0;0;0
S_O5;R_X1;3;257;66;33;12;21;0;6144;0
S_O5;R_H1;3;173;66;33;12;37;0;3072;0
S_O5;P_H1;3;75;66;25;12;35;0;512;1
R_N1;P_E8;3;2596;18;258;32;37;1024;4484;1
R_N1;P_I1;3;767;18;194;32;30;1024;0;1
S_J4;P_E8;3;2596;258;258;8;37;0;4484;0
R_S3;S_O1;4;258;514;66;23;63;16;512;1
R_S3;P_E8;4;2596;514;258;23;37;16;4484;1
R_S3;R_X2;4;257;514;33;23;19;16;5120;0
R_S3;R_D2;4;22;514;194;23;50;16;8728;0
R_S3;P_D1;4;271;514;122;23;40;16;0;0
R_S3;R_X1;4;257;514;33;23;21;16;6144;0
R_S3;P_J1;4;35;514;37;23;28;16;0;1
R_S3;R_H1;4;173;514;33;23;37;16;3072;0
R_S3;R_I1;4;1026;514;258;23;45;16;16;0
R_S3;P_H1;4;75;514;25;23;35;16;512;1
R_S3;P_F1;4;130;514;258;23;23;16;0;1
R_S3;P_G3;4;188;514;37;23;24;16;0;0
P_K1;P_E8;3;2596;258;258;28;37;13312;4484;1
P_K1;P_D1;3;271;258;122;28;40;13312;0;1
P_K1;P_J1;3;35;258;37;28;28;13312;0;0
P_K1;R_H1;3;173;258;33;28;37;13312;3072;0
P_K1;R_I1;3;1026;258;258;28;45;13312;16;0
P_K1;P_H1;3;75;258;25;28;35;13312;512;0
P_K1;P_F1;3;130;258;258;28;23;13312;0;0
S_K4;P_E8;10;2596;258;258;8;37;16;4484;0
S_K4;P_D1;10;271;258;122;8;40;16;0;1
S_K4;R_X1;10;257;258;33;8;21;16;6144;0
S_K4;P_J1;10;35;258;37;8;28;16;0;0
S_K4;R_H1;10;173;258;33;8;37;16;3072;0
S_K4;P_H1;10;75;258;25;8;35;16;512;0
S_K1;P_E8;10;2596;258;258;14;37;2048;4484;0
S_K1;P_D1;10;271;258;122;14;40;2048;0;1
S_K1;R_X1;10;257;258;33;14;21;2048;6144;0
S_K1;R_H1;10;173;258;33;14;37;2048;3072;0
S_K1;R_I1;10;1026;258;258;14;45;2048;16;0
S_K1;P_H1;10;75;258;25;14;35;2048;512;0
R_T1;S_O1;10;258;130;66;10;63;0;512;1
R_T1;P_E8;10;2596;130;258;10;37;0;4484;0
R_T1;R_X2;10;257;130;33;10;19;0;5120;1
R_T1;R_D2;10;22;130;194;10;50;0;8728;0
R_T1;P_D1;10;271;130;122;10;40;0;0;0
R_T1;R_X1;10;257;130;33;10;21;0;6144;0
R_T1;P_J1;10;35;130;37;10;28;0;0;0
R_T1;R_H1;10;173;130;33;10;37;0;3072;0
R_T1;R_I1;10;1026;130;258;10;45;0;16;0
R_T1;P_H1;10;75;130;25;10;35;0;512;1
R_T1;P_F1;10;130;130;258;10;23;0;0;1
R_T1;P_G3;10;188;130;37;10;24;0;0;0
R_S4;S_O1;4;258;514;66;10;63;0;512;1
R_S4;P_E8;4;2596;514;258;10;37;0;4484;0
R_S4;R_X2;4;257;514;33;10;19;0;5120;1
R_S4;R_D2;4;22;514;194;10;50;0;8728;0
R_S4;P_D1;4;271;514;122;10;40;0;0;0
R_S4;R_X1;4;257;514;33;10;21;0;6144;0
R_S4;P_J1;4;35;514;37;10;28;0;0;1
R_S4;R_H1;4;173;514;33;10;37;0;3072;0
R_S4;R_I1;4;1026;514;258;10;45;0;16;0
R_S4;P_H1;4;75;514;25;10;35;0;512;0
R_S4;P_F1;4;130;514;258;10;23;0;0;1
R_S4;P_G3;4;188;514;37;10;24;0;0;0
S_L8;S_O1;10;258;130;66;20;63;0;512;1
S_L8;R_X2;10;257;130;33;20;19;0;5120;0
S_L8;P_D1;10;271;130;122;20;40;0;0;0
S_L8;P_E2;10;2596;130;258;20;30;0;4160;1
S_L8;R_X1;10;257;130;33;20;21;0;6144;0
S_L8;P_J1;10;35;130;37;20;28;0;0;1
S_L8;R_H1;10;173;130;33;20;37;0;3072;0
S_L8;R_I1;10;1026;130;258;20;45;0;16;0
S_L8;P_H1;10;75;130;25;20;35;0;512;0
S_L8;P_F1;10;130;130;258;20;23;0;0;0
S_J5;P_E8;3;2596;258;258;8;37;0;4484;0
S_J5;P_D1;3;271;258;122;8;40;0;0;1
S_J5;R_X1;3;257;258;33;8;21;0;6144;1
S_J5;P_J1;3;35;258;37;8;28;0;0;0
S_J5;R_H1;3;173;258;33;8;37;0;3072;0
S_J5;R_I1;3;1026;258;258;8;45;0;16;0
S_J5;P_H1;3;75;258;25;8;35;0;512;0
S_O2;S_O1;3;258;3;66;10;63;0;512;0
S_O2;P_E8;3;2596;3;258;10;37;0;4484;1
S_O2;R_X2;3;257;3;33;10;19;0;5120;1
S_O2;P_D1;3;271;3;122;10;40;0;0;0
S_O2;R_X1;3;257;3;33;10;21;0;6144;0
S_O2;R_H1;3;173;3;33;10;37;0;3072;0
S_O2;P_H1;3;75;3;25;10;35;0;512;1
S_O4;S_O1;3;258;66;66;48;63;776;512;1
S_O4;P_E8;3;2596;66;258;48;37;776;4484;1
S_O4;R_X2;3;257;66;33;48;19;776;5120;1
S_O4;R_D2;3;22;66;194;48;50;776;8728;0
S_O4;P_D1;3;271;66;122;48;40;776;0;0
S_O4;P_E2;3;2596;66;258;48;30;776;4160;0
S_O4;R_X1;3;257;66;33;48;21;776;6144;0
S_O4;P_J1;3;35;66;37;48;28;776;0;1
S_O4;R_H1;3;173;66;33;48;37;776;3072;1
S_O4;R_I1;3;1026;66;258;48;45;776;16;0
S_O4;P_H1;3;75;66;25;48;35;776;512;1
S_O4;P_F1;3;130;66;258;48;23;776;0;1
S_O4;P_G3;3;188;66;37;48;24;776;0;0
R_E2;P_E8;3;2596;514;258;14;37;0;4484;0
R_E2;R_X1;3;257;514;33;14;21;0;6144;0
R_E2;P_J1;3;35;514;37;14;28;0;0;0
R_E2;R_H1;3;173;514;33;14;37;0;3072;0
R_E2;R_I1;3;1026;514;258;14;45;0;16;0
R_E2;P_H1;3;75;514;25;14;35;0;512;0
R_P1;P_E8;4;2596;34;258;78;37;0;4484;0
R_P1;R_X2;4;257;34;33;78;19;0;5120;1
R_P1;P_D1;4;271;34;122;78;40;0;0;0
R_P1;R_X1;4;257;34;33;78;21;0;6144;0
R_P1;R_H1;4;173;34;33;78;37;0;3072;0
R_P1;R_I1;4;1026;34;258;78;45;0;16;0
R_P1;P_H1;4;75;34;25;78;35;0;512;0
R_P1;P_F1;4;130;34;258;78;23;0;0;1
S_O5;P_E6;3;5190;66;514;12;9;0;0;1
S_O5;R_J4;3;125;66;34;12;13;0;4096;1
S_O5;R_J7;3;125;66;34;12;15;0;4096;1
R_N1;P_E6;3;5190;18;514;32;9;1024;0;1
R_N1;R_A1;3;6002;18;258;32;28;1024;0;1
R_N1;R_A2;3;10002;18;258;32;27;1024;0;0
S_J4;P_E6;3;5190;258;514;8;9;0;0;1
R_S3;S_J1;4;66;514;258;23;16;16;0;1
R_S3;P_C4;4;67;514;500;23;17;16;0;0
R_S3;P_E6;4;5190;514;514;23;9;16;0;1
R_S3;R_J4;4;125;514;34;23;13;16;4096;1
R_S3;R_A1;4;6002;514;258;23;28;16;0;0
R_S3;S_J6;4;66;514;258;23;12;16;16;1
R_S3;S_I1;4;66;514;258;23;12;16;0;0
R_S3;R_J7;4;125;514;34;23;15;16;4096;1
R_S3;R_B2;4;4098;514;33;23;20;16;0;0
R_S3;P_C1;4;66;514;514;23;16;16;4096;0
R_S3;S_K5;4;514;514;258;23;16;16;4224;0
P_K1;P_E6;3;5190;258;514;28;9;13312;0;1
P_K1;R_J4;3;125;258;34;28;13;13312;4096;1
S_K4;P_E6;10;5190;258;514;8;9;16;0;1
S_K4;R_J4;10;125;258;34;8;13;16;4096;1
S_K4;R_B2;10;4098;258;33;8;20;16;0;0
S_K1;P_E6;10;5190;258;514;14;9;2048;0;1
S_K1;R_J4;10;125;258;34;14;13;2048;4096;1
S_K1;R_A1;10;6002;258;258;14;28;2048;0;0
S_K1;R_B2;10;4098;258;33;14;20;2048;0;1
R_T1;S_J1;10;66;130;258;10;16;0;0;1
R_T1;P_E6;10;5190;130;514;10;9;0;0;0
R_T1;R_J4;10;125;130;34;10;13;0;4096;0
R_T1;S_I1;10;66;130;258;10;12;0;0;0
R_T1;R_J7;10;125;130;34;10;15;0;4096;1
R_T1;P_C1;10;66;130;514;10;16;0;4096;0
R_T1;S_K5;10;514;130;258;10;16;0;4224;0
R_S4;S_J1;4;66;514;258;10;16;0;0;0
R_S4;P_E6;4;5190;514;514;10;9;0;0;0
R_S4;S_J6;4;66;514;258;10;12;0;16;0
R_S4;S_I1;4;66;514;258;10;12;0;0;1
R_S4;R_J7;4;125;514;34;10;15;0;4096;0
R_S4;R_B2;4;4098;514;33;10;20;0;0;0
R_S4;P_C1;4;66;514;514;10;16;0;4096;0
R_S4;S_K5;4;514;514;258;10;16;0;4224;0
S_L8;P_E6;10;5190;130;514;20;9;0;0;1
S_L8;R_J7;10;125;130;34;20;15;0;4096;0
S_J5;P_E6;3;5190;258;514;8;9;0;0;1
S_J5;R_J4;3;125;258;34;8;13;0;4096;1
S_J5;R_B2;3;4098;258;33;8;20;0;0;0
S_O2;P_E6;3;5190;3;514;10;9;0;0;1
S_O2;R_J4;3;125;3;34;10;13;0;4096;1
S_O2;R_J7;3;125;3;34;10;15;0;4096;1
S_O4;S_J1;3;66;66;258;48;16;776;0;1
S_O4;P_C4;3;67;66;500;48;17;776;0;0
S_O4;P_E6;3;5190;66;514;48;9;776;0;1
S_O4;R_J4;3;125;66;34;48;13;776;4096;1
S_O4;S_J6;3;66;66;258;48;12;776;16;1
S_O4;S_I1;3;66;66;258;48;12;776;0;1
S_O4;R_J7;3;125;66;34;48;15;776;4096;1
S_O4;R_B2;3;4098;66;33;48;20;776;0;1
S_O4;P_C1;3;66;66;514;48;16;776;4096;0
S_O4;S_K5;3;514;66;258;48;16;776;4224;1
R_E2;P_E6;3;5190;514;514;14;9;0;0;1
R_E2;R_A1;3;6002;514;258;14;28;0;0;0
R_P1;P_E6;4;5190;34;514;78;9;0;0;0
R_P1;R_J4;4;125;34;34;78;13;0;4096;0
R_P1;R_J7;4;125;34;34;78;15;0;4096;1
R_S3;S_P15;4;110;514;130;23;24;16;0;1
R_S3;S_P4;4;34;514;130;23;40;16;0;1
R_S3;S_P5;4;110;514;130;23;40;16;0;0
R_S3;S_P38;4;34;514;130;23;48;16;0;1
R_S3;S_P16;4;110;514;130;23;36;16;0;1
R_S3;S_P37;4;34;514;130;23;40;16;0;1
R_S3;S_D3;4;130;514;66;23;56;16;4608;1
R_S3;S_P22;4;110;514;130;23;56;16;0;1
R_S3;S_D5;4;130;514;66;23;56;16;4608;1
R_S3;S_P40;4;34;514;130;23;56;16;0;1
R_S3;S_P19;4;110;514;130;23;41;16;0;1
R_S3;S_P9;4;110;514;130;23;36;16;0;0
P_K1;S_P4;3;34;258;130;28;40;13312;0;1
P_K1;S_P38;3;34;258;130;28;48;13312;0;1
S_K4;S_P4;10;34;258;130;8;40;16;0;0
S_K1;S_P4;10;34;258;130;14;40;2048;0;0
R_T1;S_P15;10;110;130;130;10;24;0;0;0
R_T1;S_P4;10;34;130;130;10;40;0;0;1
R_T1;S_P5;10;110;130;130;10;40;0;0;0
R_T1;S_P38;10;34;130;130;10;48;0;0;0
R_T1;S_P16;10;110;130;130;10;36;0;0;0
R_T1;S_P37;10;34;130;130;10;40;0;0;0
R_T1;S_D3;10;130;130;66;10;56;0;4608;0
R_T1;S_P22;10;110;130;130;10;56;0;0;0
R_T1;S_D5;10;130;130;66;10;56;0;4608;0
R_T1;S_P40;10;34;130;130;10;56;0;0;1
R_T1;S_P19;10;110;130;130;10;41;0;0;0
R_T1;S_P9;10;110;130;130;10;36;0;0;0
R_S4;S_P4;4;34;514;130;10;40;0;0;1
R_S4;S_P38;4;34;514;130;10;48;0;0;0
R_S4;S_P16;4;110;514;130;10;36;0;0;0
R_S4;S_P37;4;34;514;130;10;40;0;0;1
R_S4;S_P40;4;34;514;130;10;56;0;0;1
S_L8;S_P4;10;34;130;130;20;40;0;0;1
S_L8;S_P38;10;34;130;130;20;48;0;0;0
S_L8;S_P40;10;34;130;130;20;56;0;0;1
S_J5;S_P4;3;34;258;130;8;40;0;0;0
S_J5;S_P38;3;34;258;130;8;48;0;0;0
S_O2;S_P15;3;110;3;130;10;24;0;0;1
S_O2;S_P38;3;34;3;130;10;48;0;0;1
S_O2;S_P37;3;34;3;130;10;40;0;0;1
S_O2;S_O3;3;258;3;66;10;25;0;0;0
S_O2;S_P9;3;110;3;130;10;36;0;0;1
S_O4;S_P15;3;110;66;130;48;24;776;0;0
S_O4;S_P4;3;34;66;130;48;40;776;0;1
S_O4;S_P5;3;110;66;130;48;40;776;0;0
S_O4;S_P38;3;34;66;130;48;48;776;0;1
S_O4;S_P16;3;110;66;130;48;36;776;0;0
S_O4;S_P37;3;34;66;130;48;40;776;0;1
S_O4;S_D3;3;130;66;66;48;56;776;4608;1
S_O4;S_P22;3;110;66;130;48;56;776;0;0
S_O4;S_D5;3;130;66;66;48;56;776;4608;1
S_O4;S_P40;3;34;66;130;48;56;776;0;1
S_O4;S_P19;3;110;66;130;48;41;776;0;0
S_O4;S_O3;3;258;66;66;48;25;776;0;0
S_O4;S_P9;3;110;66;130;48;36;776;0;0
R_E2;S_P4;3;34;514;130;14;40;0;0;0
R_E2;S_P38;3;34;514;130;14;48;0;0;0
R_E2;S_P40;3;34;514;130;14;56;0;0;0
R_P1;S_P4;4;34;34;130;78;40;0;0;1
R_P1;S_P38;4;34;34;130;78;48;0;0;0
R_P1;S_P37;4;34;34;130;78;40;0;0;0
R_P1;S_P40;4;34;34;130;78;56;0;0;1
S_O1;R_S3;258;4;66;514;63;23;512;16;1
S_O1;S_K1;258;10;66;258;63;14;512;2048;1
S_O1;R_T1;258;10;66;130;63;10;512;0;1
S_O1;R_S4;258;4;66;514;63;10;512;0;0
S_O1;S_L8;258;10;66;130;63;20;512;0;1
S_O1;R_P1;258;4;66;34;63;78;512;0;0
P_E8;S_J5;2596;3;258;258;37;8;4484;0;0
P_E8;S_O2;2596;3;258;3;37;10;4484;0;1
P_E8;S_O4;2596;3;258;66;37;48;4484;776;1
P_E8;R_E2;2596;3;258;514;37;14;4484;0;1
P_E8;R_P1;2596;4;258;34;37;78;4484;0;0
R_X2;S_O5;257;3;33;66;19;12;5120;0;1
R_X2;R_S3;257;4;33;514;19;23;5120;16;0
R_X2;R_T1;257;10;33;130;19;10;5120;0;0
R_X2;R_S4;257;4;33;514;19;10;5120;0;0
R_X2;S_L8;257;10;33;130;19;20;5120;0;0
R_X2;S_O2;257;3;33;3;19;10;5120;0;1
R_X2;S_O4;257;3;33;66;19;48;5120;776;1
R_X2;R_P1;257;4;33;34;19;78;5120;0;1
R_D2;R_S3;22;4;194;514;50;23;8728;16;0
R_D2;R_T1;22;10;194;130;50;10;8728;0;0
R_D2;R_S4;22;4;194;514;50;10;8728;0;0
R_D2;S_O4;22;3;194;66;50;48;8728;776;0
P_D1;S_O5;271;3;122;66;40;12;0;0;0
P_D1;R_S3;271;4;122;514;40;23;0;16;0
P_D1;P_K1;271;3;122;258;40;28;0;13312;1
P_D1;S_K1;271;10;122;258;40;14;0;2048;1
P_D1;R_T1;271;10;122;130;40;10;0;0;0
P_D1;R_S4;271;4;122;514;40;10;0;0;0
P_D1;S_L8;271;10;122;130;40;20;0;0;0
P_D1;S_J5;271;3;122;258;40;8;0;0;1
P_D1;S_O2;271;3;122;3;40;10;0;0;0
P_D1;S_O4;271;3;122;66;40;48;0;776;0
P_D1;R_E2;271;3;122;514;40;14;0;0;1
P_D1;R_P1;271;4;122;34;40;78;0;0;0
P_E2;R_N1;2596;3;258;18;30;32;4160;1024;1
R_X1;R_S3;257;4;33;514;21;23;6144;16;0
R_X1;S_K4;257;10;33;258;21;8;6144;16;0
R_X1;R_T1;257;10;33;130;21;10;6144;0;0
R_X1;R_S4;257;4;33;514;21;10;6144;0;0
R_X1;S_J5;257;3;33;258;21;8;6144;0;0
R_X1;S_O2;257;3;33;3;21;10;6144;0;0
R_X1;S_O4;257;3;33;66;21;48;6144;776;0
R_X1;R_E2;257;3;33;514;21;14;6144;0;1
R_X1;R_P1;257;4;33;34;21;78;6144;0;0
P_I1;R_N1;767;3;194;18;30;32;0;1024;1
P_J1;R_S3;35;4;37;514;28;23;0;16;1
P_J1;P_K1;35;3;37;258;28;28;0;13312;0
P_J1;S_K4;35;10;37;258;28;8;0;16;0
P_J1;S_K1;35;10;37;258;28;14;0;2048;0
P_J1;R_T1;35;10;37;130;28;10;0;0;1
P_J1;R_S4;35;4;37;514;28;10;0;0;1
P_J1;S_L8;35;10;37;130;28;20;0;0;1
P_J1;S_J5;35;3;37;258;28;8;0;0;0
P_J1;S_O4;35;3;37;66;28;48;0;776;1
P_J1;R_E2;35;3;37;514;28;14;0;0;1
P_J1;R_P1;35;4;37;34;28;78;0;0;1
R_H1;S_O5;173;3;33;66;37;12;3072;0;0
R_H1;R_S3;173;4;33;514;37;23;3072;16;0
R_H1;P_K1;173;3;33;258;37;28;3072;13312;0
R_H1;R_T1;173;10;33;130;37;10;3072;0;0
R_H1;R_S4;173;4;33;514;37;10;3072;0;0
R_H1;S_L8;173;10;33;130;37;20;3072;0;0
R_H1;S_O2;173;3;33;3;37;10;3072;0;1
R_H1;S_O4;173;3;33;66;37;48;3072;776;1
R_H1;R_E2;173;3;33;514;37;14;3072;0;1
R_H1;R_P1;173;4;33;34;37;78;3072;0;0
R_I1;R_N1;1026;3;258;18;45;32;16;1024;1
R_I1;R_S3;1026;4;258;514;45;23;16;16;0
R_I1;P_K1;1026;3;258;258;45;28;16;13312;0
R_I1;S_K4;1026;10;258;258;45;8;16;16;0
R_I1;S_K1;1026;10;258;258;45;14;16;2048;0
R_I1;R_T1;1026;10;258;130;45;10;16;0;0
R_I1;R_S4;1026;4;258;514;45;10;16;0;0
R_I1;S_L8;1026;10;258;130;45;20;16;0;0
R_I1;S_J5;1026;3;258;258;45;8;16;0;0
R_I1;S_O4;1026;3;258;66;45;48;16;776;0
R_I1;R_E2;1026;3;258;514;45;14;16;0;1
R_I1;R_P1;1026;4;258;34;45;78;16;0;0
P_H1;S_O5;75;3;25;66;35;12;512;0;1
P_H1;R_N1;75;3;25;18;35;32;512;1024;0
P_H1;R_S3;75;4;25;514;35;23;512;16;1
P_H1;S_K4;75;10;25;258;35;8;512;16;0
P_H1;S_K1;75;10;25;258;35;14;512;2048;0
P_H1;R_T1;75;10;25;130;35;10;512;0;1
P_H1;R_S4;75;4;25;514;35;10;512;0;0
P_H1;S_L8;75;10;25;130;35;20;512;0;0
P_H1;S_O2;75;3;25;3;35;10;512;0;1
P_H1;S_O4;75;3;25;66;35;48;512;776;1
P_H1;R_E2;75;3;25;514;35;14;512;0;0
P_H1;R_P1;75;4;25;34;35;78;512;0;0
P_F1;R_S3;130;4;258;514;23;23;0;16;1
P_F1;P_K1;130;3;258;258;23;28;0;13312;0
P_F1;R_T1;130;10;258;130;23;10;0;0;1
P_F1;R_S4;130;4;258;514;23;10;0;0;1
P_F1;S_L8;130;10;258;130;23;20;0;0;0
P_F1;S_O4;130;3;258;66;23;48;0;776;1
P_G3;R_S3;188;4;37;514;24;23;0;16;0
P_G3;R_T1;188;10;37;130;24;10;0;0;0
P_G3;R_S4;188;4;37;514;24;10;0;0;0
P_G3;S_O4;188;3;37;66;24;48;0;776;0
S_O1;S_O1;258;258;66;66;63;63;512;512;1
S_O1;P_E8;258;2596;66;258;63;37;512;4484;1
S_O1;R_X2;258;257;66;33;63;19;512;5120;1
S_O1;R_D2;258;22;66;194;63;50;512;8728;1
S_O1;P_D1;258;271;66;122;63;40;512;0;0
S_O1;R_X1;258;257;66;33;63;21;512;6144;1
S_O1;P_J1;258;35;66;37;63;28;512;0;0
S_O1;R_H1;258;173;66;33;63;37;512;3072;1
S_O1;P_H1;258;75;66;25;63;35;512;512;1
S_O1;P_F1;258;130;66;258;63;23;512;0;1
S_O1;P_G3;258;188;66;37;63;24;512;0;0
P_E8;S_O1;2596;258;258;66;37;63;4484;512;1
P_E8;P_E8;2596;2596;258;258;37;37;4484;4484;1
P_E8;R_X2;2596;257;258;33;37;19;4484;5120;1
P_E8;R_D2;2596;22;258;194;37;50;4484;8728;1
P_E8;P_D1;2596;271;258;122;37;40;4484;0;1
P_E8;P_E2;2596;2596;258;258;37;30;4484;4160;1
P_E8;R_X1;2596;257;258;33;37;21;4484;6144;1
P_E8;P_I1;2596;767;258;194;37;30;4484;0;1
P_E8;P_J1;2596;35;258;37;37;28;4484;0;0
P_E8;R_H1;2596;173;258;33;37;37;4484;3072;1
P_E8;R_I1;2596;1026;258;258;37;45;4484;16;1
P_E8;P_H1;2596;75;258;25;37;35;4484;512;0
P_E8;S_M1;2596;67;258;258;37;32;4484;0;0
P_E8;P_F1;2596;130;258;258;37;23;4484;0;0
P_E8;P_G3;2596;188;258;37;37;24;4484;0;1
R_X2;S_O1;257;258;33;66;19;63;5120;512;1
R_X2;P_E8;257;2596;33;258;19;37;5120;4484;1
R_X2;R_X2;257;257;33;33;19;19;5120;5120;1
R_X2;R_D2;257;22;33;194;19;50;5120;8728;0
R_X2;P_D1;257;271;33;122;19;40;5120;0;0
R_X2;R_X1;257;257;33;33;19;21;5120;6144;0
R_X2;P_J1;257;35;33;37;19;28;5120;0;1
R_X2;R_H1;257;173;33;33;19;37;5120;3072;0
R_X2;R_I1;257;1026;33;258;19;45;5120;16;0
R_X2;P_H1;257;75;33;25;19;35;5120;512;0
R_X2;P_G3;257;188;33;37;19;24;5120;0;0
R_D2;S_O1;22;258;194;66;50;63;8728;512;1
R_D2;P_E8;22;2596;194;258;50;37;8728;4484;1
R_D2;P_D1;22;271;194;122;50;40;8728;0;0
R_D2;R_X1;22;257;194;33;50;21;8728;6144;0
R_D2;P_J1;22;35;194;37;50;28;8728;0;0
R_D2;R_H1;22;173;194;33;50;37;8728;3072;0
R_D2;R_I1;22;1026;194;258;50;45;8728;16;1
R_D2;P_H1;22;75;194;25;50;35;8728;512;0
P_D1;S_O1;271;258;122;66;40;63;0;512;0
P_D1;P_E8;271;2596;122;258;40;37;0;4484;1
P_D1;R_D2;271;22;122;194;40;50;0;8728;0
P_D1;P_D1;271;271;122;122;40;40;0;0;0
P_D1;P_E2;271;2596;122;258;40;30;0;4160;1
P_D1;R_X1;271;257;122;33;40;21;0;6144;0
P_D1;P_I1;271;767;122;194;40;30;0;0;0
P_D1;P_J1;271;35;122;37;40;28;0;0;0
P_D1;R_H1;271;173;122;33;40;37;0;3072;1
P_D1;R_I1;271;1026;122;258;40;45;0;16;1
P_D1;P_H1;271;75;122;25;40;35;0;512;1
P_D1;P_F1;271;130;122;258;40;23;0;0;0
P_D1;P_G3;271;188;122;37;40;24;0;0;0
P_E2;P_E8;2596;2596;258;258;30;37;4160;4484;1
P_E2;P_E2;2596;2596;258;258;30;30;4160;4160;0
P_E2;P_I1;2596;767;258;194;30;30;4160;0;1
